I	NUM	i
tranquillement	ADV	tranquillement
le	DET:ART	le
Napolitain	NAM	napolitain
.	SENT	.
<EOS>	<EOS>	<EOS>
Maintenant	ADV	maintenant
,	PUN	,
et	KON	et
c'	PRO:DEM	ce
est	VER:pres	être
là	ADV	là
que	KON	que
je	PRO:PER	je
vous	PRO:PER	vous
attends	VER:pres	attendre
,	PUN	,
il	PRO:PER	il
faudrait	VER:cond	falloir
conclure	VER:infi	conclure
...	PUN	...
A	PRP	à
cette	PRO:DEM	ce
riposte	NOM	riposte
,	PUN	,
qui	PRO:REL	qui
promettait	VER:impf	promettre
une	DET:ART	un
importante	ADJ	important
suite	NOM	suite
de	PRP	de
développements	NOM	développement
à	PRP	à
la	DET:ART	le
proposition	NOM	proposition
formulée	VER:pper	formuler
par	PRP	par
le	DET:ART	le
médecin	NOM	médecin
russe	ADJ	russe
,	PUN	,
parmi	PRP	parmi
les	DET:ART	le
gais	ADJ	gai
viveurs	NOM	viveurs
et	KON	et
les	DET:ART	le
aimables	ADJ	aimable
femmes	NOM	femme
qui	PRO:REL	qui
venaient	VER:impf	venir
d'	PRP	de
achever	VER:infi	achever
de	PRP	de
dîner	VER:infi	dîner
,	PUN	,
dans	PRP	dans
le	DET:ART	le
salon	NOM	salon
de	PRP	de
l'	DET:ART	le
Hôtel	NAM	hôtel
de	PRP	de
Paris	NAM	paris
,	PUN	,
sur	PRP	sur
la	DET:ART	le
terrasse	NOM	terrasse
de	PRP	de
Monte-Carlo	NAM	monte-carlo
,	PUN	,
il	PRO:PER	il
y	PRO:PER	y
eut	VER:simp	avoir
un	DET:ART	un
instant	NOM	instant
de	PRP	de
silencieuse	ADJ	silencieux
stupeur	NOM	stupeur
.	SENT	.
<EOS>	<EOS>	<EOS>
Autour	ADV	autour
de	PRP	de
la	DET:ART	le
table	NOM	table
,	PUN	,
somptueusement	ADV	somptueusement
servie	VER:pper	servir
,	PUN	,
et	KON	et
sur	PRP	sur
laquelle	PRO:REL	lequel
,	PUN	,
dans	PRP	dans
la	DET:ART	le
chaleur	NOM	chaleur
des	PRP:det	du
lumières	NOM	lumière
et	KON	et
la	DET:ART	le
fumée	NOM	fumée
des	PRP:det	du
cigarettes	NOM	cigarette
,	PUN	,
les	DET:ART	le
fleurs	NOM	fleur
se	PRO:PER	se
mouraient	VER:impf	mourir
asphyxiées	VER:pper	asphyxier
,	PUN	,
des	PRP:det	du
regards	NOM	regard
d'	PRP	de
étonnement	NOM	étonnement
et	KON	et
d'	PRP	de
ennui	NOM	ennui
s'	PRO:PER	se
échangèrent	VER:simp	échanger
.	SENT	.
<EOS>	<EOS>	<EOS>
Puis	ADV	puis
,	PUN	,
brusquement	ADV	brusquement
,	PUN	,
protestation	NOM	protestation
indignée	VER:pper	indigner
de	PRP	de
ces	PRO:DEM	ce
mondains	ADJ	mondain
arrachés	NOM	arraché
à	PRP	à
la	DET:ART	le
futilité	NOM	futilité
coutumière	ADJ	coutumier
de	PRP	de
leurs	DET:POS	leur
propos	NOM	propos
,	PUN	,
et	KON	et
jetés	VER:pper	jeter
dans	PRP	dans
les	DET:ART	le
aridités	NOM	aridité
d'	PRP	de
une	DET:ART	un
conversation	NOM	conversation
scientifique	ADJ	scientifique
,	PUN	,
un	DET:ART	un
ouragan	NOM	ouragan
d'	PRP	de
apostrophes	NOM	apostrophe
et	KON	et
de	PRP	de
cris	NOM	cri
se	PRO:PER	se
déchaîna	VER:simp	déchaîner
.	SENT	.
<EOS>	<EOS>	<EOS>
--Assez	ADJ	--assez
de	PRP	de
physiologie	NOM	physiologie
!	SENT	!
...	PUN	...
<EOS>	<EOS>	<EOS>
--Nous	ADJ	--nous
sommes	VER:pres	sommer|être
ici	ADV	ici
pour	PRP	pour
boire	VER:infi	boire
,	PUN	,
fumer	VER:infi	fumer
et	KON	et
rire	VER:infi	rire
...	PUN	...
--C'est	ADJ	--c'est
un	DET:ART	un
cabinet	NOM	cabinet
particulier	ADJ	particulier
et	KON	et
point	ADV	point
une	DET:ART	un
clinique	NOM	clinique
...	PUN	...
--Zut	ADJ	--zut
pour	PRP	pour
le	DET:ART	le
docteur	NOM	docteur
!	SENT	!
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
est	VER:pres	être
paf	ADJ	paf
!	SENT	!
<EOS>	<EOS>	<EOS>
--Messieurs	ADJ	--messieurs
,	PUN	,
je	PRO:PER	je
vous	PRO:PER	vous
en	PRO:PER	en
prie	VER:pres	prier
,	PUN	,
écoutez	VER:pres	écouter
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
très	ADV	très
curieux	ADJ	curieux
!	SENT	!
<EOS>	<EOS>	<EOS>
-	PUN	-
-On	ADJ	-on
embête	VER:pres	embêter
ces	PRO:DEM	ce
dames	NOM	dame
!	SENT	!
...	PUN	...
<EOS>	<EOS>	<EOS>
--Ouvrez	VER:pres	--ouvrez
la	DET:ART	le
fenêtre	NOM	fenêtre
,	PUN	,
ça	PRO:DEM	cela
pue	VER:subp	puer
la	DET:ART	le
science	NOM	science
!	SENT	!
<EOS>	<EOS>	<EOS>
-	PUN	-
-Moi	ADJ	-moi
,	PUN	,
j'	PRO:PER	je
aimerais	VER:cond	aimer
mieux	ADV	mieux
être	VER:infi	être
au	PRP:det	au
casino	NOM	casino
...	PUN	...
J'	NAM	j'
ai	VER:pres	avoir
rêvé	VER:pper	rêver
que	KON	que
la	DET:ART	le
rouge	ADJ	rouge
passait	VER:impf	passer
treize	NUM	treize
fois	NOM	fois
...	PUN	...
-	PUN	-
-En	ADJ	-en
voilà	ADV	voilà
une	DET:ART	un
suggestion	NOM	suggestion
que	KON	que
le	DET:ART	le
croupier	NOM	croupier
t'	PRO:PER	te
a	VER:pres	avoir
imposée	VER:pper	imposer
!	SENT	!
<EOS>	<EOS>	<EOS>
--Voulez	VER:pres	--voulez
-vous	PRO:PER	vous
danser	VER:infi	danser
?	SENT	?
<EOS>	<EOS>	<EOS>
--Oh	ADJ	--oh
!	SENT	!
<EOS>	<EOS>	<EOS>
oh	INT	oh
!	SENT	!
<EOS>	<EOS>	<EOS>
Laura	NAM	laura
,	PUN	,
assieds	VER:pres	asseoir
-toi	PRO:PER	toi
sur	PRP	sur
le	DET:ART	le
piano	NOM	piano
!	SENT	!
<EOS>	<EOS>	<EOS>
--Eh	NOM	--eh
bien	ADV	bien
!	SENT	!
<EOS>	<EOS>	<EOS>
mes	DET:POS	mon
enfants	NOM	enfant
,	PUN	,
allez	VER:pres	aller
où	PRO:REL	où
vous	PRO:PER	vous
voudrez	VER:futu	vouloir
,	PUN	,
mais	KON	mais
fichez-nous	NOM	fichez-nous
la	DET:ART	le
paix	NOM	paix
...	PUN	...
--N'insistez	VER:pres	--n'insistez
pas	ADV	pas
pour	KON	pour
que	PRO:REL	que
nous	PRO:PER	nous
restions	VER:impf	rester
!	SENT	!
<EOS>	<EOS>	<EOS>
Non	INT	non
!	SENT	!
<EOS>	<EOS>	<EOS>
Vous	PRO:PER	vous
tenteriez	VER:cond	tenter
vainement	ADV	vainement
de	PRP	de
nous	PRO:PER	nous
retenir	VER:infi	retenir
...	PUN	...
-	PUN	-
-En	ADJ	-en
voilà	ADV	voilà
des	PRP:det	du
malhonnêtes	ADJ	malhonnête
!	SENT	!
<EOS>	<EOS>	<EOS>
Trois	NUM	trois
ou	KON	ou
quatre	NUM	quatre
femmes	NOM	femme
et	KON	et
cinq	NUM	cinq
ou	KON	ou
six	NUM	six
jeunes	ADJ	jeune
gens	NOM	gens
se	PRO:PER	se
levèrent	VER:simp	lever
en	PRP	en
tumulte	NOM	tumulte
et	KON	et
demandèrent	VER:simp	demander
leurs	DET:POS	leur
manteaux	NOM	manteau
au	PRP:det	au
maître	NOM	maître
d'	PRP	de
hôtel	NOM	hôtel
qui	PRO:REL	qui
s'	PRO:PER	se
empressait	VER:impf	empresser
.	SENT	.
<EOS>	<EOS>	<EOS>
Patrizzi	NAM	patrizzi
resta	VER:simp	rester
assis	VER:pper	asseoir
,	PUN	,
souriant	VER:ppre	sourire
aux	PRP:det	au
belles	ADJ	beau
dames	NOM	dame
qui	PRO:REL	qui
,	PUN	,
avec	PRP	avec
de	PRP	de
coquets	ADJ	coquet
mouvements	NOM	mouvement
,	PUN	,
déplissaient	VER:impf	déplisser
leur	DET:POS	leur
jupes	NOM	jupe
et	KON	et
cambraient	VER:impf	cambrer
leur	DET:POS	leur
corsage	NOM	corsage
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
tendit	VER:simp	tendre
nonchalamment	ADV	nonchalamment
la	DET:ART	le
main	NOM	main
à	PRP	à
ses	DET:POS	son
amis	NOM	ami
et	KON	et
dit	VER:pper	dire
:	PUN	:
--Que	ADJ	--que
chacun	PRO:IND	chacun
fasse	VER:subp	faire
à	PRP	à
sa	DET:POS	son
guise	NOM	guise
.	SENT	.
<EOS>	<EOS>	<EOS>
Partez	VER:pres	partir
en	PRP	en
avant	NOM	avant
.	SENT	.
<EOS>	<EOS>	<EOS>
Dans	PRP	dans
une	DET:ART	un
heure	NOM	heure
nous	PRO:PER	nous
allons	VER:pres	aller
vous	PRO:PER	vous
rejoindre	VER:infi	rejoindre
...	PUN	...
Puis	NAM	puis
,	PUN	,
se	PRO:PER	se
tournant	VER:ppre	tourner
vers	PRP	vers
le	DET:ART	le
peintre	NOM	peintre
Pierre	NAM	pierre
Laurier	NAM	laurier
,	PUN	,
son	DET:POS	son
ami	NOM	ami
Jacques	NAM	jacques
de	PRP	de
Vignes	NAM	vignes
et	KON	et
vers	PRP	vers
le	DET:ART	le
docteur	NOM	docteur
Davidoff	NAM	davidoff
,	PUN	,
qui	PRO:REL	qui
n'	ADV	ne
avaient	VER:impf	avoir
pas	ADV	pas
bougé	VER:pper	bouger
:	PUN	:
--Continuez	VER:pres	--continuez
donc	ADV	donc
,	PUN	,
mon	DET:POS	mon
cher	ADJ	cher
,	PUN	,
dit-il	NOM	dit-il
au	PRP:det	au
médecin	NOM	médecin
,	PUN	,
vous	PRO:PER	vous
m'	PRO:PER	me
intéressez	VER:pres	intéresser
prodigieusement	ADV	prodigieusement
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
médecin	NOM	médecin
russe	ADJ	russe
jeta	VER:simp	jeter
sa	DET:POS	son
cigarette	NOM	cigarette
,	PUN	,
en	PRO:PER	en
alluma	VER:simp	allumer
une	DET:ART	un
autre	ADJ	autre
,	PUN	,
et	KON	et
,	PUN	,
regardant	VER:ppre	regarder
avec	PRP	avec
autorité	NOM	autorité
ses	DET:POS	son
trois	NUM	trois
auditeur	NOM	auditeur
,	PUN	,
il	PRO:PER	il
poursuivit	VER:simp	poursuivre
le	DET:ART	le
récit	NOM	récit
qui	PRO:REL	qui
avait	VER:impf	avoir
été	VER:pper	être
violemment	ADV	violemment
coupé	VER:pper	couper
par	PRP	par
les	DET:ART	le
interruptions	NOM	interruption
des	PRP:det	du
convives	NOM	convive
maintenant	ADV	maintenant
éloignés	VER:pper	éloigner
.	SENT	.
<EOS>	<EOS>	<EOS>
-	PUN	-
-Je	ADJ	-je
confesse	NOM	confesse
que	KON	que
l'	DET:ART	le
histoire	NOM	histoire
que	PRO:REL	que
j'	PRO:PER	je
avais	VER:impf	avoir
commencée	VER:pper	commencer
devant	PRP	devant
nos	DET:POS	notre
amis	NOM	ami
est	VER:pres	être
assez	ADV	assez
singulière	ADJ	singulier
et	KON	et
que	KON	que
,	PUN	,
pour	PRP	pour
des	PRP:det	du
sceptiques	NOM	sceptique
,	PUN	,
elle	PRO:PER	elle
manque	VER:pres	manquer
un	DET:ART	un
peu	ADV	peu
de	PRP	de
vraisemblance	NOM	vraisemblance
;	PUN	;
mais	KON	mais
,	PUN	,
dans	PRP	dans
nos	DET:POS	notre
pays	NOM	pays
slaves	ADJ	slave
,	PUN	,
brumeux	ADJ	brumeux
et	KON	et
sombres	ADJ	sombre
,	PUN	,
qui	PRO:REL	qui
semblent	VER:pres	sembler
vraiment	ADV	vraiment
la	DET:ART	le
patrie	NOM	patrie
des	PRP:det	du
spectres	NOM	spectre
et	KON	et
des	PRP:det	du
fantômes	NOM	fantôme
,	PUN	,
elle	PRO:PER	elle
n'	ADV	ne
aurait	VER:cond	avoir
pas	ADV	pas
soulevé	VER:pper	soulever
la	DET:ART	le
moindre	ADJ	moindre
incrédulité	NOM	incrédulité
...	PUN	...
.	SENT	.
La	DET:ART	le
moitié	NOM	moitié
de	PRP	de
nos	DET:POS	notre
compatriotes	NOM	compatriote
se	PRO:PER	se
compose	VER:pres	composer
de	PRP	de
Swedenborgistes	NOM	swedenborgistes
inconscients	ADJ	inconscient
,	PUN	,
qui	PRO:REL	qui
admettent	VER:pres	admettre
,	PUN	,
ainsi	KON	ainsi
que	KON	que
le	DET:ART	le
grand	ADJ	grand
philosophe	NOM	philosophe
,	PUN	,
mais	KON	mais
sans	PRP	sans
les	PRO:PER	la|le
raisonner	VER:infi	raisonner
,	PUN	,
les	DET:ART	le
phénomènes	NOM	phénomène
du	PRP:det	du
monde	NOM	monde
invisible	ADJ	invisible
,	PUN	,
et	KON	et
vous	PRO:PER	vous
affirmeriez	VER:cond	affirmer
devant	PRP	devant
eux	PRO:PER	eux
,	PUN	,
comme	KON	comme
je	PRO:PER	je
le	PRO:PER	le
fais	VER:pres	faire
devant	PRP	devant
vous	PRO:PER	vous
,	PUN	,
le	DET:ART	le
fait	NOM	fait
surprenant	VER:ppre	surprendre
de	PRP	de
la	DET:ART	le
transmission	NOM	transmission
d'	PRP	de
une	DET:ART	un
âme	NOM	âme
à	PRP	à
un	DET:ART	un
corps	NOM	corps
vivant	VER:ppre	vivre
,	PUN	,
par	PRP	par
la	DET:ART	le
seule	ADJ	seul
volonté	NOM	volonté
d'	PRP	de
une	DET:ART	un
personne	NOM	personne
décidée	VER:pper	décider
à	PRP	à
mourir	VER:infi	mourir
,	PUN	,
que	KON	que
vous	PRO:PER	vous
les	PRO:PER	la|le
verriez	VER:cond	voir
pâlir	VER:infi	pâlir
,	PUN	,
trembler	VER:infi	trembler
,	PUN	,
mais	KON	mais
non	ADV	non
point	ADV	point
protester	VER:infi	protester
.	SENT	.
<EOS>	<EOS>	<EOS>
Chez	PRP	chez
nous	PRO:PER	nous
,	PUN	,
on	PRO:PER	on
croit	VER:pres	croire
aux	PRP:det	au
vampires	NOM	vampire
qui	PRO:REL	qui
sortent	VER:pres	sortir
de	PRP	de
leur	DET:POS	leur
tombe	NOM	tombe
lorsqu'	KON	lorsque
un	DET:ART	un
rayon	NOM	rayon
de	PRP	de
lune	NOM	lune
en	PRO:PER	en
touche	VER:pres	toucher
la	DET:ART	le
pierre	NOM	pierre
,	PUN	,
on	PRO:PER	on
admet	VER:pres	admettre
les	DET:ART	le
apparitions	NOM	apparition
révélatrices	ADJ	révélateur
de	PRP	de
la	DET:ART	le
mort	NOM	mort
prochaine	ADJ	prochain
.	SENT	.
<EOS>	<EOS>	<EOS>
Et	KON	et
,	PUN	,
par	PRP	par
la	DET:ART	le
seule	ADJ	seul
raison	NOM	raison
qu'	PRO:REL	que
on	PRO:PER	on
croit	VER:pres	croire
à	PRP	à
ces	PRO:DEM	ce
miracles	NOM	miracle
,	PUN	,
on	PRO:PER	on
les	PRO:PER	la|le
rend	VER:pres	rendre
possibles	ADJ	possible
...	PUN	...
.	SENT	.
Une	DET:ART	un
conviction	NOM	conviction
forte	ADJ	fort
est	VER:pres	être
le	DET:ART	le
plus	ADV	plus
puissant	ADJ	puissant
des	PRP:det	du
fluides	NOM	fluide
,	PUN	,
et	KON	et
le	DET:ART	le
spiritisme	NOM	spiritisme
a	VER:pres	avoir
pour	PRP	pour
première	NUM	premier
condition	NOM	condition
une	DET:ART	un
confiance	NOM	confiance
absolue	ADJ	absolu
.	SENT	.
<EOS>	<EOS>	<EOS>
Si	KON	si
vous	PRO:PER	vous
doutez	VER:pres	douter
,	PUN	,
vous	PRO:PER	vous
disent	VER:pres	dire
les	DET:ART	le
adeptes	NOM	adepte
,	PUN	,
n'	ADV	ne
essayez	VER:pres	essayer
pas	ADV	pas
de	PRP	de
pénétrer	VER:infi	pénétrer
nos	DET:POS	notre
mystères	NOM	mystère
,	PUN	,
ils	PRO:PER	il
demeureront	VER:futu	demeurer
pour	KON	pour
vous	PRO:PER	vous
immuablement	ADV	immuablement
insondables	ADJ	insondable
...	PUN	...
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
monde	NOM	monde
des	PRP:det	du
invisibles	ADJ	invisible
ne	ADV	ne
se	PRO:PER	se
révèle	VER:pres	révéler
qu'	KON	que
à	PRP	à
ceux	PRO:DEM	celui
qui	PRO:REL	qui
aspirent	VER:pres	aspirer
ardemment	ADV	ardemment
à	PRP	à
le	PRO:PER	le
connaître	VER:infi	connaître
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
railleurs	NOM	railleur
et	KON	et
les	DET:ART	le
incrédules	NOM	incrédule
le	PRO:PER	le
trouveront	VER:futu	trouver
toujours	ADV	toujours
fermé	VER:pper	fermer
.	SENT	.
<EOS>	<EOS>	<EOS>
Jacques	NAM	jacques
de	PRP	de
Vignes	NAM	vignes
eut	VER:simp	avoir
un	DET:ART	un
accès	NOM	accès
de	PRP	de
toux	NOM	toux
douloureuse	ADJ	douloureux
,	PUN	,
qui	PRO:REL	qui
fit	VER:simp	faire
pâlir	VER:infi	pâlir
son	DET:POS	son
beau	ADJ	beau
et	KON	et
mélancolique	ADJ	mélancolique
visage	NOM	visage
;	PUN	;
il	PRO:PER	il
reprit	VER:simp	reprendre
sa	DET:POS	son
respiration	NOM	respiration
avec	PRP	avec
effort	NOM	effort
,	PUN	,
et	KON	et
,	PUN	,
se	PRO:PER	se
tournant	VER:ppre	tourner
vers	PRP	vers
le	DET:ART	le
docteur	NOM	docteur
,	PUN	,
comme	ADV	comme
ranimé	VER:pper	ranimer
par	PRP	par
une	DET:ART	un
espérance	NOM	espérance
secrète	ADJ	secret
:	PUN	:
--Et	ADJ	--et
vous	PRO:PER	vous
avez	VER:pres	avoir
été	VER:pper	être
témoin	NOM	témoin
de	PRP	de
l'	DET:ART	le
aventure	NOM	aventure
?	SENT	?
<EOS>	<EOS>	<EOS>
dit-il	NOM	dit-il
,	PUN	,
d'	PRP	de
une	DET:ART	un
voix	NOM	voix
étouffée	ADJ	étouffé|étouffée
.	SENT	.
<EOS>	<EOS>	<EOS>
Vous	PRO:PER	vous
avez	VER:pres	avoir
vu	VER:pper	voir
cette	PRO:DEM	ce
jeune	ADJ	jeune
fille	NOM	fille
renaître	VER:infi	renaître
à	PRP	à
l'	DET:ART	le
existence	NOM	existence
,	PUN	,
reprendre	VER:infi	reprendre
des	PRP:det	du
forces	NOM	force|forces
,	PUN	,
retrouver	VER:infi	retrouver
la	DET:ART	le
santé	NOM	santé
,	PUN	,
comme	KON	comme
si	KON	si
la	DET:ART	le
vitalité	NOM	vitalité
de	PRP	de
son	DET:POS	son
fiancé	NOM	fiancé
avait	VER:impf	avoir
passé	VER:pper	passer
tout	ADV	tout
entière	ADJ	entier
en	PRP	en
elle	PRO:PER	elle
?	SENT	?
<EOS>	<EOS>	<EOS>
-	PUN	-
-Je	ADJ	-je
ne	ADV	ne
discute	VER:pres	discuter
pas	ADV	pas
la	DET:ART	le
matérialité	NOM	matérialité
du	PRP:det	du
fait	NOM	fait
,	PUN	,
répondit	VER:simp	répondre
Davidoff	NAM	davidoff
,	PUN	,
je	PRO:PER	je
vous	PRO:PER	vous
en	PRO:PER	en
donne	VER:pres	donner
purement	ADV	purement
et	KON	et
simplement	ADV	simplement
la	DET:ART	le
conséquence	NOM	conséquence
psychologique	ADJ	psychologique
.	SENT	.
<EOS>	<EOS>	<EOS>
Wladimir	NAM	wladimir
Alexievich	NAM	alexievich
,	PUN	,
voyant	NOM	voyant
Maria	NAM	maria
Fodorowna	NAM	fodorowna
,	PUN	,
qu'	PRO:REL	que
il	PRO:PER	il
adorait	VER:impf	adorer
,	PUN	,
s'	PRO:PER	se
éteindre	VER:infi	éteindre
peu	ADV	peu
à	PRP	à
peu	ADV	peu
,	PUN	,
ainsi	KON	ainsi
qu'	KON	que
une	DET:ART	un
lampe	NOM	lampe
dont	PRO:REL	dont
l'	DET:ART	le
huile	NOM	huile
tarit	VER:pres	tarir
,	PUN	,
ayant	VER:ppre	avoir
consulté	VER:pper	consulter
vainement	ADV	vainement
tous	PRO:IND	tout
les	DET:ART	le
médecins	NOM	médecin
de	PRP	de
Moscou	NAM	moscou
et	KON	et
m'	PRO:PER	me
ayant	VER:ppre	avoir
fait	VER:pper	faire
venir	VER:infi	venir
de	PRP	de
Saint-Pétersbourg	NAM	saint-pétersbourg
,	PUN	,
moi	NOM	moi
qui	PRO:REL	qui
vous	PRO:PER	vous
parle	VER:pres	parler
,	PUN	,
pour	PRP	pour
entendre	VER:infi	entendre
tomber	VER:infi	tomber
de	PRP	de
ma	DET:POS	mon
bouche	NOM	bouche
un	DET:ART	un
arrêt	NOM	arrêt
de	PRP	de
mort	NOM	mort
,	PUN	,
eut	VER:simp	avoir
l'	DET:ART	le
idée	NOM	idée
de	PRP	de
s'	PRO:PER	se
adresser	VER:infi	adresser
à	PRP	à
une	DET:ART	un
vieille	ADJ	vieux
sorcière	NOM	sorcier
Tongouse	NAM	tongouse
,	PUN	,
qui	PRO:REL	qui
avait	VER:impf	avoir
apporté	VER:pper	apporter
de	PRP	de
Nijni-Nowgorod	NAM	nijni-nowgorod
la	DET:ART	le
réputation	NOM	réputation
de	PRP	de
faire	VER:infi	faire
des	PRP:det	du
prodiges	NOM	prodige
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
alla	VER:simp	aller
la	DET:ART	le
consulter	VER:infi	consulter
un	DET:ART	un
soir	NOM	soir
,	PUN	,
la	DET:ART	le
veille	NOM	veille
de	PRP	de
Noël	NAM	noël
.	SENT	.
<EOS>	<EOS>	<EOS>
La	DET:ART	le
damnée	VER:pper	damner
créature	NOM	créature
le	PRO:PER	le
reçut	VER:simp	recevoir
dans	PRP	dans
un	DET:ART	un
bouge	NOM	bouge
du	PRP:det	du
faubourg	NOM	faubourg
,	PUN	,
et	KON	et
,	PUN	,
après	PRP	après
s'	PRO:PER	se
être	VER:infi	être
livrée	VER:pper	livrer
,	PUN	,
devant	PRP	devant
lui	PRO:PER	lui
,	PUN	,
à	PRP	à
de	PRP	de
terrifiantes	ADJ	terrifiant
incantations	NOM	incantation
,	PUN	,
elle	PRO:PER	elle
lui	PRO:PER	lui
donna	VER:simp	donner
à	PRP	à
boire	VER:infi	boire
,	PUN	,
dans	PRP	dans
une	DET:ART	un
tasse	NOM	tasse
de	PRP	de
bois	NOM	bois
,	PUN	,
un	DET:ART	un
breuvage	NOM	breuvage
d'	PRP	de
une	DET:ART	un
odeur	NOM	odeur
bizarre	ADJ	bizarre
.	SENT	.
<EOS>	<EOS>	<EOS>
Comme	KON	comme
il	PRO:PER	il
hésitait	VER:impf	hésiter
elle	PRO:PER	elle
le	PRO:PER	le
regarda	VER:simp	regarder
d'	PRP	de
un	DET:ART	un
air	NOM	air
menaçant	ADJ	menaçant
,	PUN	,
et	KON	et
dit	VER:pper	dire
:	PUN	:
-	PUN	-
-Tu	ADJ	-tu
prétends	VER:pres	prétendre
aimer	VER:infi	aimer
une	DET:ART	un
femme	NOM	femme
et	KON	et
la	DET:ART	le
vouloir	NOM	vouloir
sauver	VER:infi	sauver
,	PUN	,
même	ADV	même
au	PRP:det	au
prix	NOM	prix
de	PRP	de
ta	DET:POS	ton
vie	NOM	vie
,	PUN	,
et	KON	et
tu	PRO:PER	tu
n'	ADV	ne
oses	VER:pres	oser
pas	ADV	pas
seulement	ADV	seulement
boire	VER:infi	boire
une	DET:ART	un
liqueur	NOM	liqueur
inconnue	ADJ	inconnu
,	PUN	,
fût-elle	VER:simp	fût-elle
du	PRP:det	du
poison	NOM	poison
?	SENT	?
...	PUN	...
<EOS>	<EOS>	<EOS>
Oh	INT	oh
!	SENT	!
<EOS>	<EOS>	<EOS>
oh	INT	oh
!	SENT	!
<EOS>	<EOS>	<EOS>
Homme	NOM	homme
,	PUN	,
fils	NOM	fil|fils
d'	PRP	de
homme	NOM	homme
,	PUN	,
lâche	VER:pres	lâcher
comme	ADV	comme
tous	PRO:IND	tout
les	DET:ART	le
hommes	NOM	homme
...	PUN	...
souffre	VER:pres	souffrir
et	KON	et
pleure	VER:pres	pleurer
comme	ADV	comme
un	DET:ART	un
homme	NOM	homme
,	PUN	,
puisque	KON	puisque
tu	PRO:PER	tu
ne	ADV	ne
sais	VER:pres	savoir
pas	ADV	pas
te	PRO:PER	te
mettre	VER:infi	mettre
au-dessus	ADV	au-dessus
de	PRP	de
l'	DET:ART	le
humanité	NOM	humanité
!	SENT	!
<EOS>	<EOS>	<EOS>
Au	PRP:det	au
même	ADJ	même
moment	NOM	moment
,	PUN	,
Wladimir	NAM	wladimir
Alexievich	NAM	alexievich
,	PUN	,
honteux	ADJ	honteux
,	PUN	,
vida	VER:simp	vider
d'	PRP	de
un	DET:ART	un
