Partie	NOM	partie
du	PRP:det	du
début	NOM	début
,	PUN	,
le	DET:ART	le
désir	NOM	désir
de	PRP	de
plaire	VER:infi	plaire
toujours	ADV	toujours
le	PRO:PER	le
troublait	VER:impf	troubler
sans	PRP	sans
qu'	KON	que
il	PRO:PER	il
s'	PRO:PER	se
en	PRO:PER	en
rendît	VER:subi	rendre
compte	NOM	compte
,	PUN	,
modifiait	VER:impf	modifier
secrètement	ADV	secrètement
sa	DET:POS	son
voie	NOM	voie
,	PUN	,
atténuait	VER:impf	atténuer
ses	DET:POS	son
convictions	NOM	conviction
.	SENT	.
<EOS>	<EOS>	<EOS>
Ce	PRO:DEM	ce
désir	NOM	désir
de	PRP	de
plaire	VER:infi	plaire
,	PUN	,
d'	PRP	de
ailleurs	ADV	ailleurs
,	PUN	,
apparaissait	VER:impf	apparaître
chez	PRP	chez
lui	PRO:PER	lui
sous	PRP	sous
toutes	PRO:IND	tout
les	DET:ART	le
formes	NOM	forme
et	KON	et
avait	VER:impf	avoir
contribué	VER:pper	contribuer
beaucoup	ADV	beaucoup
à	PRP	à
sa	DET:POS	son
gloire	NOM	gloire
.	SENT	.
<EOS>	<EOS>	<EOS>
L'	DET:ART	le
aménité	NOM	aménité
de	PRP	de
ses	DET:POS	son
manières	NOM	manière
,	PUN	,
toutes	PRO:IND	tout
les	DET:ART	le
habitudes	NOM	habitude
de	PRP	de
sa	DET:POS	son
vie	NOM	vie
,	PUN	,
le	DET:ART	le
soin	NOM	soin
qu'	PRO:REL	que
il	PRO:PER	il
prenait	VER:impf	prendre
de	PRP	de
sa	DET:POS	son
personne	NOM	personne
,	PUN	,
son	DET:POS	son
ancienne	ADJ	ancien
réputation	NOM	réputation
de	PRP	de
force	NOM	force
et	KON	et
d'	PRP	de
adresse	NOM	adresse
,	PUN	,
d'	PRP	de
homme	NOM	homme
d'	PRP	de
épée	NOM	épée
et	KON	et
de	PRP	de
cheval	NOM	cheval
,	PUN	,
avaient	VER:impf	avoir
fait	VER:pper	faire
un	DET:ART	un
cortège	NOM	cortège
de	PRP	de
petites	ADJ	petit
notoriétés	NOM	notoriété
à	PRP	à
sa	DET:POS	son
célébrité	NOM	célébrité
croissante	ADJ	croissant
.	SENT	.
<EOS>	<EOS>	<EOS>
Après	PRP	après
Cléopâtre	NAM	cléopâtre
,	PUN	,
la	DET:ART	le
première	NUM	premier
toile	NOM	toile
qui	PRO:REL	qui
l'	PRO:PER	la|le
illustra	VER:simp	illustrer
jadis	ADV	jadis
,	PUN	,
Paris	NAM	paris
brusquement	ADV	brusquement
s'	PRO:PER	se
était	VER:impf	être
épris	VER:pper	éprendre
de	PRP	de
lui	PRO:PER	lui
,	PUN	,
l'	PRO:PER	la|le
avait	VER:impf	avoir
adopté	VER:pper	adopter
,	PUN	,
fêté	VER:pper	fêter
,	PUN	,
et	KON	et
il	PRO:PER	il
était	VER:impf	être
devenu	VER:pper	devenir
soudain	ADV	soudain
un	NUM	un
de	PRP	de
ces	PRO:DEM	ce
brillants	ADJ	brillant
artistes	NOM	artiste
mondains	ADJ	mondain
qu'	PRO:REL	que
on	PRO:PER	on
rencontre	VER:pres	rencontrer
au	PRP:det	au
bois	NOM	bois
,	PUN	,
que	KON	que
les	DET:ART	le
salons	NOM	salon
se	PRO:PER	se
disputent	VER:pres	disputer
,	PUN	,
que	KON	que
l'	DET:ART	le
Institut	NOM	institut
accueille	VER:pres	accueillir
dès	PRP	dès
leur	DET:POS	leur
jeunesse	NOM	jeunesse
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
y	PRO:PER	y
était	VER:impf	être
entré	VER:pper	entrer
en	PRP	en
conquérant	VER:ppre	conquérir
avec	PRP	avec
l'	DET:ART	le
approbation	NOM	approbation
de	PRP	de
la	DET:ART	le
ville	NOM	ville
entière	ADJ	entier
.	SENT	.
<EOS>	<EOS>	<EOS>
La	DET:ART	le
fortune	NOM	fortune
l'	PRO:PER	la|le
avait	VER:impf	avoir
conduit	VER:pper	conduire
ainsi	ADV	ainsi
jusqu'	PRP	jusque
aux	PRP:det	au
approches	NOM	approche
de	PRP	de
la	DET:ART	le
vieillesse	NOM	vieillesse
,	PUN	,
en	PRP	en
le	DET:ART	le
choyant	VER:ppre	choyer
et	KON	et
le	DET:ART	le
caressant	VER:ppre	caresser
.	SENT	.
<EOS>	<EOS>	<EOS>
Donc	ADV	donc
,	PUN	,
sous	PRP	sous
l'	DET:ART	le
influence	NOM	influence
de	PRP	de
la	DET:ART	le
belle	ADJ	beau
journée	NOM	journée
qu'	PRO:REL	que
il	PRO:PER	il
sentait	VER:impf	sentir
épanouie	VER:pper	épanouir
au-dehors	NOM	au-dehors
,	PUN	,
il	PRO:PER	il
cherchait	VER:impf	chercher
un	DET:ART	un
sujet	NOM	sujet
poétique	ADJ	poétique
.	SENT	.
<EOS>	<EOS>	<EOS>
Un	DET:ART	un
peu	ADV	peu
engourdi	VER:pper	engourdir
d'	PRP	de
ailleurs	ADV	ailleurs
par	PRP	par
sa	DET:POS	son
cigarette	NOM	cigarette
et	KON	et
son	DET:POS	son
déjeuner	NOM	déjeuner
,	PUN	,
il	PRO:PER	il
rêvassait	VER:impf	rêvasser
,	PUN	,
le	DET:ART	le
regard	NOM	regard
en	PRP	en
l'	DET:ART	le
air	NOM	air
,	PUN	,
esquissant	VER:ppre	esquisser
dans	PRP	dans
l'	DET:ART	le
azur	NOM	azur
des	PRP:det	du
figures	NOM	figure
rapides	ADJ	rapide
,	PUN	,
des	PRP:det	du
femmes	NOM	femme
gracieuses	ADJ	gracieux
dans	PRP	dans
une	DET:ART	un
allée	NOM	allée
du	PRP:det	du
bois	NOM	bois
ou	KON	ou
sur	PRP	sur
le	DET:ART	le
trottoir	NOM	trottoir
d'	PRP	de
une	DET:ART	un
rue	NOM	rue
,	PUN	,
des	PRP:det	du
amoureux	NOM	amoureux
au	PRP:det	au
bord	NOM	bord
de	PRP	de
l'	DET:ART	le
eau	NOM	eau
,	PUN	,
toutes	PRO:IND	tout
les	DET:ART	le
fantaisies	NOM	fantaisie
galantes	ADJ	galant
où	PRO:REL	où
se	PRO:PER	se
complaisait	VER:impf	complaire
sa	DET:POS	son
pensée	NOM	pensée
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
images	NOM	image
changeantes	ADJ	changeant
se	PRO:PER	se
dessinaient	VER:impf	dessiner
au	PRP:det	au
ciel	NOM	ciel
,	PUN	,
vagues	ADJ	vague
et	KON	et
mobiles	ADJ	mobile
dans	PRP	dans
l'	DET:ART	le
hallucination	NOM	hallucination
colorée	VER:pper	colorer
de	PRP	de
son	DET:POS	son
œil	NOM	œil
;	PUN	;
et	KON	et
les	DET:ART	le
hirondelles	NOM	hirondelle
qui	PRO:REL	qui
rayaient	VER:impf	raire|rayer|rayer
l'	DET:ART	le
espace	NOM	espace
d'	PRP	de
un	DET:ART	un
vol	NOM	vol
incessant	ADJ	incessant
de	PRP	de
flèches	NOM	flèche
lancées	VER:pper	lancer
semblaient	VER:impf	sembler
vouloir	VER:infi	vouloir
les	DET:ART	le
effacer	VER:infi	effacer
en	PRP	en
les	PRO:PER	la|le
biffant	VER:ppre	biffer
comme	ADV	comme
des	PRP:det	du
traits	NOM	trait
de	PRP	de
plume	NOM	plume
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
ne	ADV	ne
trouvait	VER:impf	trouver
rien	ADV	rien
!	SENT	!
<EOS>	<EOS>	<EOS>
Toutes	PRO:IND	tout
les	DET:ART	le
figures	NOM	figure
entrevues	VER:pper	entrevoir
ressemblaient	VER:impf	ressembler
à	PRP	à
quelque	PRO:IND	quelque
chose	NOM	chose
qu'	PRO:REL	que
il	PRO:PER	il
avait	VER:impf	avoir
fait	VER:pper	faire
déjà	ADV	déjà
,	PUN	,
toutes	PRO:IND	tout
les	DET:ART	le
femmes	NOM	femme
apparues	VER:pper	apparaître
étaient	VER:impf	être
les	DET:ART	le
filles	NOM	fille
ou	KON	ou
les	DET:ART	le
sœurs	NOM	sœur
de	PRP	de
celles	PRO:DEM	celui
qu'	PRO:REL	que
avait	VER:impf	avoir
enfantées	VER:pper	enfanter
son	DET:POS	son
caprice	NOM	caprice
d'	PRP	de
artiste	NOM	artiste
;	PUN	;
et	KON	et
la	DET:ART	le
crainte	NOM	crainte
encore	ADV	encore
confuse	ADJ	confus
,	PUN	,
dont	PRO:REL	dont
il	PRO:PER	il
était	VER:impf	être
obsédé	VER:pper	obséder
depuis	PRP	depuis
un	DET:ART	un
an	NOM	an
,	PUN	,
d'	PRP	de
être	VER:infi	être
vidé	VER:pper	vider
,	PUN	,
d'	PRP	de
avoir	VER:infi	avoir
fait	VER:pper	faire
le	DET:ART	le
tour	NOM	tour
de	PRP	de
ses	DET:POS	son
sujets	NOM	sujet
,	PUN	,
d'	PRP	de
avoir	VER:infi	avoir
tari	VER:pper	tarir
son	DET:POS	son
inspiration	NOM	inspiration
,	PUN	,
se	PRO:PER	se
précisait	VER:impf	préciser
devant	PRP	devant
cette	PRO:DEM	ce
revue	NOM	revue
de	PRP	de
son	DET:POS	son
œuvre	NOM	œuvre
,	PUN	,
devant	PRP	devant
cette	PRO:DEM	ce
impuissance	NOM	impuissance
à	PRP	à
rêver	VER:infi	rêver
du	PRP:det	du
nouveau	ADJ	nouveau
,	PUN	,
à	PRP	à
découvrir	VER:infi	découvrir
de	PRP	de
l'	DET:ART	le
inconnu	NOM	inconnu
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
se	PRO:PER	se
leva	VER:simp	lever
mollement	ADV	mollement
pour	PRP	pour
chercher	VER:infi	chercher
dans	PRP	dans
ses	DET:POS	son
cartons	NOM	carton
parmi	PRP	parmi
ses	DET:POS	son
projets	NOM	projet
délaissés	VER:pper	délaisser
s'	KON	si
il	PRO:PER	il
ne	ADV	ne
trouverait	VER:cond	trouver
point	ADV	point
quelque	PRO:IND	quelque
chose	NOM	chose
qui	PRO:REL	qui
éveillerait	VER:cond	éveiller
une	DET:ART	un
idée	NOM	idée
en	PRP	en
lui	PRO:PER	lui
.	SENT	.
<EOS>	<EOS>	<EOS>
Tout	ADV	tout
en	PRO:PER	en
soufflant	VER:ppre	souffler
sa	DET:POS	son
fumée	NOM	fumée
,	PUN	,
il	PRO:PER	il
se	PRO:PER	se
mit	VER:simp	mettre
à	PRP	à
feuilleter	VER:infi	feuilleter
les	DET:ART	le
esquisses	NOM	esquisse
,	PUN	,
les	DET:ART	le
croquis	NOM	croquis
,	PUN	,
les	DET:ART	le
dessins	NOM	dessin
qu'	PRO:REL	que
il	PRO:PER	il
gardait	VER:impf	garder
enfermés	VER:pper	enfermer
en	PRP	en
une	DET:ART	un
grande	ADJ	grand
armoire	NOM	armoire
ancienne	ADJ	ancien
;	PUN	;
puis	ADV	puis
,	PUN	,
vite	ADV	vite
dégoûté	VER:pper	dégoûter
de	PRP	de
ces	PRO:DEM	ce
vaines	ADJ	vain
recherches	NOM	recherche
,	PUN	,
l'	DET:ART	le
esprit	NOM	esprit
meurtri	VER:pper	meurtrir
par	PRP	par
une	DET:ART	un
courbature	NOM	courbature
,	PUN	,
il	PRO:PER	il
rejeta	VER:simp	rejeter
sa	DET:POS	son
cigarette	NOM	cigarette
,	PUN	,
siffla	VER:simp	siffler
un	DET:ART	un
air	NOM	air
qui	PRO:REL	qui
courait	VER:impf	courir
les	DET:ART	le
rues	NOM	rue
et	KON	et
,	PUN	,
se	PRO:PER	se
baissant	VER:ppre	baisser
,	PUN	,
ramassa	VER:simp	ramasser
sous	PRP	sous
une	DET:ART	un
chaise	NOM	chaise
un	DET:ART	un
pesant	ADJ	pesant
haltère	NOM	haltère
qui	PRO:REL	qui
traînait	VER:impf	traîner
.	SENT	.
<EOS>	<EOS>	<EOS>
Ayant	VER:ppre	avoir
relevé	VER:pper	relever
de	PRP	de
l'	DET:ART	le
autre	ADJ	autre
main	NOM	main
une	DET:ART	un
draperie	NOM	draperie
voilant	VER:ppre	voiler
la	DET:ART	le
glace	NOM	glace
qui	PRO:REL	qui
lui	PRO:PER	lui
servait	VER:impf	servir
à	PRP	à
contrôler	VER:infi	contrôler
la	DET:ART	le
justesse	NOM	justesse
des	PRP:det	du
poses	NOM	pose
,	PUN	,
à	PRP	à
vérifier	VER:infi	vérifier
les	DET:ART	le
perspectives	NOM	perspective
,	PUN	,
à	PRP	à
mettre	VER:infi	mettre
à	PRP	à
l'	DET:ART	le
épreuve	NOM	épreuve
la	DET:ART	le
vérité	NOM	vérité
,	PUN	,
et	KON	et
s'	PRO:PER	se
étant	VER:ppre	être
placé	VER:pper	placer
juste	ADJ	juste
en	PRP	en
face	NOM	face
,	PUN	,
il	PRO:PER	il
jongla	VER:simp	jongler
en	PRP	en
se	PRO:PER	se
regardant	VER:ppre	regarder
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
avait	VER:impf	avoir
été	VER:pper	être
célèbre	ADJ	célèbre
dans	PRP	dans
les	DET:ART	le
ateliers	NOM	atelier
pour	PRP	pour
sa	DET:POS	son
force	NOM	force
,	PUN	,
puis	ADV	puis
dans	PRP	dans
le	DET:ART	le
monde	NOM	monde
pour	PRP	pour
sa	DET:POS	son
beauté	NOM	beauté
.	SENT	.
<EOS>	<EOS>	<EOS>
L'	DET:ART	le
âge	NOM	âge
,	PUN	,
maintenant	ADV	maintenant
,	PUN	,
pesait	VER:impf	peser
sur	PRP	sur
lui	PRO:PER	lui
,	PUN	,
l'	PRO:PER	la|le
alourdissait	VER:impf	alourdir
.	SENT	.
<EOS>	<EOS>	<EOS>
Grand	ADJ	grand
,	PUN	,
les	DET:ART	le
épaules	NOM	épaule
larges	ADJ	large
,	PUN	,
la	DET:ART	le
poitrine	NOM	poitrine
pleine	ADJ	plein
,	PUN	,
il	PRO:PER	il
avait	VER:impf	avoir
pris	VER:pper	prendre
du	PRP:det	du
ventre	NOM	ventre
comme	KON	comme
un	DET:ART	un
ancien	ADJ	ancien
lutteur	NOM	lutteur
,	PUN	,
bien	ADV	bien
qu'	KON	que
il	PRO:PER	il
continuât	VER:subi	continuer
à	PRP	à
faire	VER:infi	faire
des	PRP:det	du
armes	NOM	arme
tous	PRO:IND	tout
les	DET:ART	le
jours	NOM	jour
et	KON	et
à	PRP	à
monter	VER:infi	monter
à	PRP	à
cheval	NOM	cheval
avec	PRP	avec
assiduité	NOM	assiduité
.	SENT	.
<EOS>	<EOS>	<EOS>
La	DET:ART	le
tête	NOM	tête
était	VER:impf	être
restée	VER:pper	rester
remarquable	ADJ	remarquable
,	PUN	,
aussi	ADV	aussi
belle	ADJ	beau
qu'	KON	que
autrefois	ADV	autrefois
,	PUN	,
bien	ADJ	bien
que	KON	que
différente	ADJ	différent
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
cheveux	NOM	cheveu
blancs	ADJ	blanc
,	PUN	,
drus	ADJ	dru
et	KON	et
courts	ADJ	court
,	PUN	,
avivaient	VER:impf	aviver
son	DET:POS	son
œil	NOM	œil
noir	ADJ	noir
sous	PRP	sous
d'	PRP	de
épais	ADJ	épais
sourcils	NOM	sourcil
gris	ADJ	gris
.	SENT	.
<EOS>	<EOS>	<EOS>
Sa	DET:POS	son
moustache	NOM	moustache
forte	ADJ	fort
,	PUN	,
