Chapitre	NOM	chapitre
du	PRP:det	du
Jardin	NAM	jardin
des	PRP:det	du
Plantes	NAM	plantes
,	PUN	,
par	PRP	par
le	DET:ART	le
quai	NOM	quai
Saint-Bernard	NAM	saint-bernard
,	PUN	,
et	KON	et
elle	PRO:PER	elle
avait	VER:impf	avoir
dû	VER:pper	devoir
courir	VER:infi	courir
assez	ADV	assez
longtemps	ADV	longtemps
,	PUN	,
car	KON	car
elle	PRO:PER	elle
était	VER:impf	être
hors	PRP	hors
d'	PRP	de
haleine	NOM	haleine
et	KON	et
elle	PRO:PER	elle
eut	VER:simp	avoir
quelque	PRO:IND	quelque
peine	NOM	peine
à	PRP	à
articuler	VER:infi	articuler
la	DET:ART	le
question	NOM	question
que	KON	que
les	DET:ART	le
retardataires	NOM	retardataire
adressent	VER:pres	adresser
avec	PRP	avec
anxiété	NOM	anxiété
à	PRP	à
l'	DET:ART	le
employé	NOM	employé
chargé	VER:pper	charger
de	PRP	de
donner	VER:infi	donner
le	DET:ART	le
signal	NOM	signal
du	PRP:det	du
départ	NOM	départ
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Tout	PRO:IND	tout
est	VER:pres	être
plein	ADJ	plein
,	PUN	,
Madame	NAM	madame
,	PUN	,
et	KON	et
il	PRO:PER	il
n'	ADV	ne
y	PRO:PER	y
a	VER:pres	avoir
plus	ADV	plus
rien	ADV	rien
après	ADV	après
,	PUN	,
lui	PRO:PER	lui
répondit	VER:simp	répondre
le	DET:ART	le
conducteur	NOM	conducteur
qui	PRO:REL	qui
était	VER:impf	être
occupé	VER:pper	occuper
à	PRP	à
faire	VER:infi	faire
viser	VER:infi	viser
sa	DET:POS	son
feuille	NOM	feuille
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Ah	INT	ah
!	SENT	!
<EOS>	<EOS>	<EOS>
mon	DET:POS	mon
Dieu	NOM	dieu
,	PUN	,
murmura-t-elle	NOM	murmura-t-elle
,	PUN	,
et	KON	et
moi	PRO:PER	moi
qui	PRO:REL	qui
vais	VER:pres	aller
à	PRP	à
Montmartre	NAM	montmartre
!	SENT	!
<EOS>	<EOS>	<EOS>
Je	PRO:PER	je
n'	ADV	ne
y	PRO:PER	y
arriverai	VER:futu	arriver
jamais	ADV	jamais
.	SENT	.
<EOS>	<EOS>	<EOS>
Et	KON	et
en	PRP	en
vérité	NOM	vérité
,	PUN	,
à	PRP	à
cette	PRO:DEM	ce
heure	NOM	heure
et	KON	et
en	PRP	en
cette	PRO:DEM	ce
saison	NOM	saison
,	PUN	,
un	DET:ART	un
voyage	NOM	voyage
à	PRP	à
pied	NOM	pied
de	PRP	de
quatre	NUM	quatre
à	PRP	à
cinq	NUM	cinq
kilomètres	NOM	kilomètre
pouvait	VER:impf	pouvoir
bien	ADV	bien
effrayer	VER:infi	effrayer|effrayer
une	DET:ART	un
personne	NOM	personne
appartenant	VER:ppre	appartenir
au	PRP:det	au
sexe	NOM	sexe
faible	ADJ	faible
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
faisait	VER:impf	faire
un	DET:ART	un
froid	NOM	froid
sec	ADJ	sec
et	KON	et
un	DET:ART	un
vent	NOM	vent
du	PRP:det	du
nord	NOM	nord
qui	PRO:REL	qui
rendait	VER:impf	rendre
ce	PRO:DEM	ce
froid	NOM	froid
encore	ADV	encore
plus	ADV	plus
piquant	ADJ	piquant
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
y	PRO:PER	y
avait	VER:impf	avoir
de	PRP	de
la	DET:ART	le
neige	NOM	neige
dans	PRP	dans
l'	DET:ART	le
air	NOM	air
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
rues	NOM	rue
de	PRP	de
ce	PRO:DEM	ce
quartier	NOM	quartier
étaient	VER:impf	être
désertes	ADJ	désert
.	SENT	.
<EOS>	<EOS>	<EOS>
Pas	ADV	pas
un	DET:ART	un
passant	NOM	passant
sur	PRP	sur
les	DET:ART	le
larges	ADJ	large
trottoirs	NOM	trottoir
,	PUN	,
pas	ADV	pas
un	DET:ART	un
fiacre	NOM	fiacre
à	PRP	à
l'	DET:ART	le
horizon	NOM	horizon
.	SENT	.
<EOS>	<EOS>	<EOS>
L'	DET:ART	le
intérieur	NOM	intérieur
de	PRP	de
l'	DET:ART	le
omnibus	NOM	omnibus
était	VER:impf	être
complet	ADJ	complet
,	PUN	,
mais	KON	mais
personne	ADV	personne
n'	ADV	ne
avait	VER:impf	avoir
osé	VER:pper	oser
braver	VER:infi	braver
la	DET:ART	le
température	NOM	température
en	PRP	en
montant	NOM	montant
sur	PRP	sur
l'	DET:ART	le
impériale	ADJ	impérial
,	PUN	,
où	PRO:REL	où
pour	PRP	pour
trois	NUM	trois
sous	PRP	sous
on	PRO:PER	on
était	VER:impf	être
à	PRP	à
peu	ADV	peu
près	ADV	près
sûr	ADJ	sûr
d'	PRP	de
attraper	VER:infi	attraper
un	DET:ART	un
gros	ADJ	gros
rhume	NOM	rhume
.	SENT	.
<EOS>	<EOS>	<EOS>
La	DET:ART	le
dame	NOM	dame
leva	VER:simp	lever
les	DET:ART	le
yeux	NOM	œil
vers	PRP	vers
ces	PRO:DEM	ce
places	NOM	place
en	PRP	en
l'	DET:ART	le
air	NOM	air
,	PUN	,
comme	KON	comme
disent	VER:pres	dire
les	DET:ART	le
conducteurs	NOM	conducteur
,	PUN	,
et	KON	et
il	PRO:PER	il
fallait	VER:impf	falloir
qu'	KON	que
elle	PRO:PER	elle
eût	VER:subi	avoir
un	DET:ART	un
bien	ADV	bien
vif	ADJ	vif
désir	NOM	désir
de	PRP	de
profiter	VER:infi	profiter
du	PRP:det	du
dernier	ADJ	dernier
départ	NOM	départ
,	PUN	,
car	KON	car
un	DET:ART	un
geste	NOM	geste
qui	PRO:REL	qui
lui	PRO:PER	lui
échappa	VER:simp	échapper
indiquait	VER:impf	indiquer
clairement	ADV	clairement
qu'	KON	que
elle	PRO:PER	elle
regrettait	VER:impf	regretter
de	PRP	de
ne	ADV	ne
pouvoir	VER:infi	pouvoir
se	PRO:PER	se
hisser	VER:infi	hisser
sur	PRP	sur
le	DET:ART	le
toit	NOM	toit
en	PRP	en
dépit	NOM	dépit
de	PRP	de
la	DET:ART	le
bise	NOM	bise
et	KON	et
de	PRP	de
la	DET:ART	le
gelée	NOM	gelée
.	SENT	.
<EOS>	<EOS>	<EOS>
Puis	ADV	puis
,	PUN	,
sachant	VER:ppre	savoir
bien	ADV	bien
que	KON	que
cette	PRO:DEM	ce
ascension	NOM	ascension
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
permise	VER:pper	permettre
aux	PRP:det	au
dames	NOM	dame
et	KON	et
que	KON	que
les	DET:ART	le
employés	NOM	employé
ne	ADV	ne
transigent	VER:pres	transiger
pas	ADV	pas
avec	PRP	avec
la	DET:ART	le
consigne	NOM	consigne
,	PUN	,
elle	PRO:PER	elle
avança	VER:simp	avancer
la	DET:ART	le
tête	NOM	tête
dans	PRP	dans
la	DET:ART	le
longue	ADJ	longue
voiture	NOM	voiture
où	PRO:REL	où
il	PRO:PER	il
n'	ADV	ne
y	PRO:PER	y
avait	VER:impf	avoir
plus	ADV	plus
de	PRP	de
place	NOM	place
pour	PRP	pour
elle	PRO:PER	elle
.	SENT	.
<EOS>	<EOS>	<EOS>
Sans	PRP	sans
doute	NOM	doute
,	PUN	,
elle	PRO:PER	elle
ne	ADV	ne
désespérait	VER:impf	désespérer
pas	ADV	pas
d'	PRP	de
apitoyer	VER:infi	apitoyer
sur	PRP	sur
sa	DET:POS	son
situation	NOM	situation
quelque	PRO:IND	quelque
galant	NOM	galant
voyageur	ADJ	voyageur
qui	PRO:REL	qui
lui	PRO:PER	lui
céderait	VER:cond	céder
son	DET:POS	son
droit	NOM	droit
de	PRP	de
premier	NUM	premier
occupant	NOM	occupant
.	SENT	.
<EOS>	<EOS>	<EOS>
C'	PRO:DEM	ce
était	VER:impf	être
une	DET:ART	un
chance	NOM	chance
bien	ADV	bien
faible	ADJ	faible
,	PUN	,
car	KON	car
il	PRO:PER	il
n'	ADV	ne
y	PRO:PER	y
avait	VER:impf	avoir
guère	ADV	guère
là	ADV	là
que	KON	que
des	PRP:det	du
voyageuses	NOM	voyageur
,	PUN	,
et	KON	et
les	DET:ART	le
femmes	NOM	femme
n'	ADV	ne
abandonnent	VER:pres	abandonner
pas	ADV	pas
volontiers	ADV	volontiers
un	DET:ART	un
privilège	NOM	privilège
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
eut	VER:simp	avoir
pourtant	ADV	pourtant
le	DET:ART	le
bonheur	NOM	bonheur
très	ADV	très
inattendu	ADJ	inattendu
d'	PRP	de
intéresser	VER:infi	intéresser
quelqu'un	PRO:IND	quelqu'un
à	PRP	à
son	DET:POS	son
sort	NOM	sort
.	SENT	.
<EOS>	<EOS>	<EOS>
Un	DET:ART	un
monsieur	NOM	monsieur
assis	VER:pper	asseoir
tout	ADV	tout
au	PRP:det	au
fond	NOM	fond
se	PRO:PER	se
leva	VER:simp	lever
et	KON	et
se	PRO:PER	se
coula	VER:simp	couler
jusqu'	PRP	jusque
à	PRP	à
la	DET:ART	le
sortie	NOM	sortie
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Montez	VER:pres	monter
,	PUN	,
Madame	NAM	madame
,	PUN	,
dit-il	NOM	dit-il
en	PRP	en
sautant	VER:ppre	sauter
lestement	ADV	lestement
sur	PRP	sur
le	DET:ART	le
macadam	NOM	macadam
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Oh	INT	oh
!	SENT	!
<EOS>	<EOS>	<EOS>
Monsieur	NOM	monsieur
,	PUN	,
vous	PRO:PER	vous
êtes	VER:pres	être
trop	ADV	trop
bon	ADJ	bon
,	PUN	,
et	KON	et
je	PRO:PER	je
ne	ADV	ne
veux	VER:pres	vouloir
pas	ADV	pas
abuser	VER:infi	abuser
de	PRP	de
votre	DET:POS	votre
complaisance	NOM	complaisance
,	PUN	,
s'	PRO:PER	se
écria	VER:simp	écrier
la	DET:ART	le
dame	NOM	dame
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Pas	ADV	pas
du	PRP:det	du
tout	NOM	tout
!	SENT	!
<EOS>	<EOS>	<EOS>
pas	ADV	pas
du	PRP:det	du
tout	NOM	tout
!	SENT	!
<EOS>	<EOS>	<EOS>
ne	ADV	ne
craignez	VER:pres	craindre
rien	ADV	rien
.	SENT	.
<EOS>	<EOS>	<EOS>
Je	PRO:PER	je
vais	VER:pres	aller
me	PRO:PER	me
caser	VER:infi	caser
là-haut	ADV	là-haut
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
ne	ADV	ne
fait	VER:pres	faire
pas	ADV	pas
chaud	ADJ	chaud
,	PUN	,
mais	KON	mais
j'	PRO:PER	je
ai	VER:pres	avoir
la	DET:ART	le
peau	NOM	peau
dure	ADJ	dur
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Vraiment	ADV	vraiment
,	PUN	,
Monsieur	NOM	monsieur
,	PUN	,
je	PRO:PER	je
ne	ADV	ne
sais	VER:pres	savoir
comment	ADV	comment
vous	PRO:PER	vous
remercier	VER:infi	remercier
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Il	PRO:PER	il
n'	ADV	ne
y	PRO:PER	y
a	VER:pres	avoir
pas	ADV	pas
de	PRP	de
quoi	PRO	quoi
.	SENT	.
<EOS>	<EOS>	<EOS>
Ça	PRO:DEM	cela
n'	ADV	ne
en	PRO:PER	en
vaut	VER:pres	valoir
pas	ADV	pas
la	DET:ART	le
peine	NOM	peine
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Allons	VER:pres	aller
,	PUN	,
Madame	NAM	madame
,	PUN	,
allons	VER:pres	aller
,	PUN	,
s'	PRO:PER	se
il	PRO:PER	il
vous	PRO:PER	vous
plaît	VER:pres	plaire
,	PUN	,
dit	VER:pres	dire
l'	DET:ART	le
employé	NOM	employé
;	PUN	;
nous	PRO:PER	nous
partons	VER:pres	partir
.	SENT	.
<EOS>	<EOS>	<EOS>
La	DET:ART	le
dame	NOM	dame
avait	VER:impf	avoir
déjà	ADV	déjà
un	DET:ART	un
pied	NOM	pied
sur	PRP	sur
la	DET:ART	le
marche	NOM	marche
de	PRP	de
l'	DET:ART	le
escalier	NOM	escalier
,	PUN	,
et	KON	et
elle	PRO:PER	elle
ne	ADV	ne
se	PRO:PER	se
fit	VER:simp	faire
pas	ADV	pas
prier	VER:infi	prier
davantage	ADV	davantage
;	PUN	;
mais	KON	mais
,	PUN	,
au	PRP:det	au
lieu	NOM	lieu
de	PRP	de
s'	PRO:PER	se
appuyer	VER:infi	appuyer
sur	PRP	sur
le	DET:ART	le
conducteur	NOM	conducteur
pour	PRP	pour
monter	VER:infi	monter
,	PUN	,
elle	PRO:PER	elle
accepta	VER:simp	accepter
l'	DET:ART	le
aide	NOM	aide
que	PRO:REL	que
lui	PRO:PER	lui
offrit	VER:simp	offrir
gracieusement	ADV	gracieusement
l'	DET:ART	le
homme	NOM	homme
qui	PRO:REL	qui
venait	VER:impf	venir
de	PRP	de
lui	PRO:PER	lui
rendre	VER:infi	rendre
service	NOM	service
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
mit	VER:simp	mettre
sa	DET:POS	son
main	NOM	main
dans	PRP	dans
la	DET:ART	le
sienne	PRO:POS	sien
,	PUN	,
et	KON	et
elle	PRO:PER	elle
l'	PRO:PER	la|le
y	PRO:PER	y
laissa	VER:simp	laisser
peut-être	ADV	peut-être
quelques	PRO:IND	quelque
secondes	VER:pres	seconder
de	PRP	de
plus	ADV	plus
qu'	KON	que
il	PRO:PER	il
n'	ADV	ne
était	VER:impf	être
nécessaire	ADJ	nécessaire
.	SENT	.
<EOS>	<EOS>	<EOS>
C'	PRO:DEM	ce
était	VER:impf	être
bien	ADV	bien
le	DET:ART	le
moins	ADV	moins
qu'	KON	que
elle	PRO:PER	elle
pût	VER:subi	pouvoir
faire	VER:infi	faire
pour	PRP	pour
un	DET:ART	un
monsieur	NOM	monsieur
si	ADV	si
poli	VER:pper	polir
,	PUN	,
et	KON	et
ce	PRO:DEM	ce
contact	NOM	contact
n'	ADV	ne
avait	VER:impf	avoir
rien	ADV	rien
de	PRP	de
compromettant	VER:ppre	compromettre
,	PUN	,
car	KON	car
ils	PRO:PER	il
étaient	VER:impf	être
gantés	VER:pper	ganter
tous	PRO:IND	tout
les	DET:ART	le
deux	NUM	deux
;	PUN	;
ils	PRO:PER	il
portaient	VER:impf	porter
de	PRP	de
gros	ADJ	gros
gants	NOM	gant
fourrés	ADJ	fourré
dont	PRO:REL	dont
la	DET:ART	le
peau	NOM	peau
avait	VER:impf	avoir
l'	DET:ART	le
épaisseur	NOM	épaisseur
d'	PRP	de
une	DET:ART	un
cuirasse	NOM	cuirasse
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
monsieur	NOM	monsieur
qui	PRO:REL	qui
venait	VER:impf	venir
de	PRP	de
céder	VER:infi	céder
sa	DET:POS	son
place	NOM	place
n'	ADV	ne
était	VER:impf	être
pourtant	ADV	pourtant
ni	KON	ni
très	ADV	très
joli	ADJ	joli
,	PUN	,
ni	KON	ni
très	ADV	très
jeune	ADJ	jeune
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
pouvait	VER:impf	pouvoir
avoir	VER:infi	avoir
quarante	NUM	quarante
ans	NOM	an
et	KON	et
même	ADV	même
davantage	ADV	davantage
.	SENT	.
<EOS>	<EOS>	<EOS>
Sa	DET:POS	son
moustache	NOM	moustache
et	KON	et
ses	DET:POS	son
favoris	ADJ	favori
coupés	NOM	coupé
militairement	ADV	militairement
grisonnaient	VER:impf	grisonner
très	ADV	très
fort	ADJ	fort
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
portait	VER:impf	porter
un	DET:ART	un
paletot	NOM	paletot
qui	PRO:REL	qui
avait	VER:impf	avoir
dû	VER:pper	devoir
être	VER:infi	être
acheté	VER:pper	acheter
chez	PRP	chez
un	DET:ART	un
confectionneur	NOM	confectionneur
à	PRP	à
bon	ADJ	bon
marché	NOM	marché
,	PUN	,
et	KON	et
un	DET:ART	un
chapeau	NOM	chapeau
bas	ADJ	bas
de	PRP	de
forme	NOM	forme
,	PUN	,
en	PRP	en
feutre	NOM	feutre
dur	ADJ	dur
,	PUN	,
le	DET:ART	le
chapeau	NOM	chapeau
d'	PRP	de
un	DET:ART	un
indépendant	NOM	indépendant
qui	PRO:REL	qui
ne	ADV	ne
se	PRO:PER	se
