Livre	NOM	livre
du	PRP:det	du
quinzième	NUM	quinzième
siècle	NOM	siècle
surmonté	VER:pper	surmonter
d'	PRP	de
un	DET:ART	un
pignon	NOM	pignon
aigu	ADJ	aigu
à	PRP	à
briques	NOM	brique
contrariées	VER:pper	contrarier
,	PUN	,
il	PRO:PER	il
se	PRO:PER	se
trouva	VER:simp	trouver
en	PRP	en
présence	NOM	présence
d'	PRP	de
une	DET:ART	un
grande	ADJ	grand
porte	NOM	porte
de	PRP	de
pierre	NOM	pierre
cintrée	VER:pper	cintrer
,	PUN	,
avec	PRP	avec
imposte	NOM	imposte
rectiligne	ADJ	rectiligne
,	PUN	,
dans	PRP	dans
le	DET:ART	le
grave	ADJ	grave
style	NOM	style
de	PRP	de
Louis	NAM	louis
XIV	NUM	xiv
,	PUN	,
accostée	VER:pper	accoster
de	PRP	de
deux	NUM	deux
médaillons	NOM	médaillon
planes	ADJ	plan
.	SENT	.
<EOS>	<EOS>	<EOS>
Une	DET:ART	un
façade	NOM	façade
sévère	ADJ	sévère
dominait	VER:impf	dominer
cette	PRO:DEM	ce
porte	NOM	porte
;	PUN	;
un	DET:ART	un
mur	NOM	mur
perpendiculaire	ADJ	perpendiculaire
à	PRP	à
la	DET:ART	le
façade	NOM	façade
venait	VER:impf	venir
presque	ADV	presque
toucher	VER:infi	toucher
la	DET:ART	le
porte	NOM	porte
et	KON	et
la	PRO:PER	la
flanquait	VER:impf	flanquer
d'	PRP	de
un	DET:ART	un
brusque	ADJ	brusque
angle	NOM	angle
droit	ADJ	droit
.	SENT	.
<EOS>	<EOS>	<EOS>
Sur	PRP	sur
le	DET:ART	le
pré	NOM	pré
devant	PRP	devant
la	DET:ART	le
porte	NOM	porte
gisaient	VER:impf	gésir
trois	NUM	trois
herses	NOM	herse
à	PRP	à
travers	NOM	travers
lesquelles	PRO:REL	lequel
poussaient	VER:impf	pousser
pêle-mêle	ADV	pêle-mêle
toutes	PRO:IND	tout
les	DET:ART	le
fleurs	NOM	fleur
de	PRP	de
mai	NOM	mai
.	SENT	.
<EOS>	<EOS>	<EOS>
La	DET:ART	le
porte	NOM	porte
était	VER:impf	être
fermée	VER:pper	fermer
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
avait	VER:impf	avoir
pour	PRP	pour
clôture	NOM	clôture
deux	NUM	deux
battants	NOM	battant
décrépits	ADJ	décrépit
ornés	VER:pper	orner
d'	PRP	de
un	DET:ART	un
vieux	ADJ	vieux
marteau	NOM	marteau
rouillé	ADJ	rouillé
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
soleil	NOM	soleil
était	VER:impf	être
charmant	ADJ	charmant
;	PUN	;
les	DET:ART	le
branches	NOM	branche
avaient	VER:impf	avoir
ce	PRO:DEM	ce
doux	ADJ	doux
frémissement	NOM	frémissement
de	PRP	de
mai	NOM	mai
qui	PRO:REL	qui
semble	VER:pres	sembler
venir	VER:infi	venir
des	PRP:det	du
nids	NOM	nid
plus	ADV	plus
encore	ADV	encore
que	KON	que
du	PRP:det	du
vent	NOM	vent
.	SENT	.
<EOS>	<EOS>	<EOS>
Un	DET:ART	un
brave	ADJ	brave
petit	ADJ	petit
oiseau	NOM	oiseau
,	PUN	,
probablement	ADV	probablement
amoureux	ADJ	amoureux
,	PUN	,
vocalisait	VER:impf	vocaliser
éperdument	ADV	éperdument
dans	PRP	dans
un	DET:ART	un
grand	ADJ	grand
arbre	NOM	arbre
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
passant	NOM	passant
se	PRO:PER	se
courba	VER:simp	courber
et	KON	et
considéra	VER:simp	considérer
dans	PRP	dans
la	DET:ART	le
pierre	NOM	pierre
à	PRP	à
gauche	NOM	gauche
,	PUN	,
au	PRP:det	au
bas	NOM	bas
du	PRP:det	du
pied-droit	NOM	pied-droit
de	PRP	de
la	DET:ART	le
porte	NOM	porte
,	PUN	,
une	DET:ART	un
assez	ADV	assez
large	ADJ	large
excavation	NOM	excavation
circulaire	ADJ	circulaire
ressemblant	VER:ppre	ressembler
à	PRP	à
l'	DET:ART	le
alvéole	NOM	alvéole
d'	PRP	de
une	DET:ART	un
sphère	NOM	sphère
.	SENT	.
<EOS>	<EOS>	<EOS>
En	PRP	en
ce	PRO:DEM	ce
moment	NOM	moment
les	DET:ART	le
battants	NOM	battant
s'	PRO:PER	se
écartèrent	VER:simp	écarter
et	KON	et
une	DET:ART	un
paysanne	NOM	paysan
sortit	VER:simp	sortir
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
vit	VER:pres	vivre
le	DET:ART	le
passant	NOM	passant
et	KON	et
aperçut	VER:simp	apercevoir
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
regardait	VER:impf	regarder
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
C'	PRO:DEM	ce
est	VER:pres	être
un	DET:ART	un
boulet	NOM	boulet
français	ADJ	français
qui	PRO:REL	qui
a	VER:pres	avoir
fait	VER:pper	faire
ça	PRO:DEM	cela
,	PUN	,
lui	PRO:PER	lui
dit-elle	NOM	dit-elle
.	SENT	.
<EOS>	<EOS>	<EOS>
Et	KON	et
elle	PRO:PER	elle
ajouta	VER:simp	ajouter
:	PUN	:
--	PUN	--
Ce	PRO:DEM	ce
que	PRO:REL	que
vous	PRO:PER	vous
voyez	VER:pres	voir
là	ADV	là
,	PUN	,
plus	ADV	plus
haut	ADJ	haut
,	PUN	,
dans	PRP	dans
la	DET:ART	le
porte	NOM	porte
,	PUN	,
près	ADV	près
d'	PRP	de
un	DET:ART	un
clou	NOM	clou
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
le	DET:ART	le
trou	NOM	trou
d'	PRP	de
un	DET:ART	un
gros	ADJ	gros
biscayen	NOM	biscayen
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
biscayen	NOM	biscayen
n'	ADV	ne
a	VER:pres	avoir
pas	ADV	pas
traversé	VER:pper	traverser
le	DET:ART	le
bois	NOM	bois
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Comment	ADV	comment
s'	PRO:PER	se
appelle	VER:pres	appeler
cet	PRO:DEM	ce
endroit	NOM	endroit
-ci	ADV	-ci
?	SENT	?
<EOS>	<EOS>	<EOS>
demanda	VER:simp	demander
le	DET:ART	le
passant	NOM	passant
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Hougomont	NAM	hougomont
,	PUN	,
dit	VER:pres	dire
la	DET:ART	le
paysanne	ADJ	paysan
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
passant	NOM	passant
se	PRO:PER	se
redressa	VER:simp	redresser
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
fit	VER:simp	faire
quelques	PRO:IND	quelque
pas	ADV	pas
et	KON	et
s'	PRO:PER	se
en	PRO:PER	en
alla	VER:simp	aller
regarder	VER:infi	regarder
au-dessus	ADV	au-dessus
des	PRP:det	du
haies	NOM	haie
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
aperçut	VER:simp	apercevoir
à	PRP	à
l'	DET:ART	le
horizon	NOM	horizon
à	PRP	à
travers	NOM	travers
les	DET:ART	le
arbres	NOM	arbre
une	DET:ART	un
espèce	NOM	espèce
de	PRP	de
monticule	NOM	monticule
et	KON	et
sur	PRP	sur
ce	PRO:DEM	ce
monticule	NOM	monticule
quelque	PRO:IND	quelque
chose	NOM	chose
qui	PRO:REL	qui
,	PUN	,
de	PRP	de
loin	ADV	loin
,	PUN	,
ressemblait	VER:impf	ressembler
à	PRP	à
un	DET:ART	un
lion	NOM	lion
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
était	VER:impf	être
dans	PRP	dans
le	DET:ART	le
champ	NOM	champ
de	PRP	de
bataille	NOM	bataille
de	PRP	de
Waterloo	NAM	waterloo
.	SENT	.
<EOS>	<EOS>	<EOS>
Chapitre	NOM	chapitre
II	NUM	ii
--	PUN	--
Hougomont	NAM	hougomont
Hougomont	NAM	hougomont
,	PUN	,
ce	PRO:DEM	ce
fut	VER:simp	être
là	ADV	là
un	DET:ART	un
lieu	NOM	lieu
funèbre	ADJ	funèbre
,	PUN	,
le	DET:ART	le
commencement	NOM	commencement
de	PRP	de
l'	DET:ART	le
obstacle	NOM	obstacle
,	PUN	,
la	DET:ART	le
première	NUM	premier
résistance	NOM	résistance
que	PRO:REL	que
rencontra	VER:simp	rencontrer
à	PRP	à
Waterloo	NAM	waterloo
ce	PRO:DEM	ce
grand	ADJ	grand
bûcheron	NOM	bûcheron
de	PRP	de
l'	DET:ART	le
Europe	NAM	europe
qu'	PRO:REL	que
on	PRO:PER	on
appelait	VER:impf	appeler
Napoléon	NAM	napoléon
;	PUN	;
le	DET:ART	le
premier	NUM	premier
nœud	NOM	nœud
sous	PRP	sous
le	DET:ART	le
coup	NOM	coup
de	PRP	de
hache	NOM	hache
.	SENT	.
<EOS>	<EOS>	<EOS>
C'	PRO:DEM	ce
était	VER:impf	être
un	DET:ART	un
château	NOM	château
,	PUN	,
ce	PRO:DEM	ce
n'	ADV	ne
est	VER:pres	être
plus	ADV	plus
qu'	KON	que
une	DET:ART	un
ferme	ADJ	ferme
.	SENT	.
<EOS>	<EOS>	<EOS>
Hougomont	NAM	hougomont
,	PUN	,
pour	PRP	pour
l'	DET:ART	le
antiquaire	NOM	antiquaire
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
Hugomons	NAM	hugomons
.	SENT	.
<EOS>	<EOS>	<EOS>
Ce	PRO:DEM	ce
manoir	NOM	manoir
fut	VER:simp	être
bâti	VER:pper	bâtir
par	PRP	par
Hugo	NAM	hugo
[	PUN	[
2	NUM	@card@
]	PUN	]
,	PUN	,
sire	NOM	sire
de	PRP	de
Somerel	NAM	somerel
,	PUN	,
le	DET:ART	le
même	ADJ	même
qui	PRO:REL	qui
dota	VER:simp	doter
la	DET:ART	le
sixième	NUM	sixième
chapellenie	NOM	chapellenie
de	PRP	de
l'	DET:ART	le
abbaye	NOM	abbaye
de	PRP	de
Villers	NAM	villers
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
passant	NOM	passant
poussa	VER:simp	pousser
la	DET:ART	le
porte	NOM	porte
,	PUN	,
coudoya	VER:simp	coudoyer
sous	PRP	sous
un	DET:ART	un
porche	NOM	porche
une	DET:ART	un
vieille	ADJ	vieux
calèche	NOM	calèche
,	PUN	,
et	KON	et
entra	VER:simp	entrer
dans	PRP	dans
la	DET:ART	le
cour	NOM	cour
.	SENT	.
<EOS>	<EOS>	<EOS>
La	DET:ART	le
première	NUM	premier
chose	NOM	chose
qui	PRO:REL	qui
le	PRO:PER	le
frappa	VER:simp	frapper
dans	PRP	dans
ce	PRO:DEM	ce
préau	NOM	préau
,	PUN	,
ce	PRO:DEM	ce
fut	VER:simp	être
une	DET:ART	un
porte	NOM	porte
du	PRP:det	du
seizième	ADJ	seizième
siècle	NOM	siècle
qui	PRO:REL	qui
y	PRO:PER	y
simule	VER:pres	simuler
une	DET:ART	un
arcade	NOM	arcade
,	PUN	,
tout	ADV	tout
étant	VER:ppre	être
tombé	VER:pper	tomber
autour	ADV	autour
d'	PRP	de
elle	PRO:PER	elle
.	SENT	.
<EOS>	<EOS>	<EOS>
L'	DET:ART	le
aspect	NOM	aspect
monumental	ADJ	monumental
naît	VER:pres	naître
souvent	ADV	souvent
de	PRP	de
la	DET:ART	le
ruine	NOM	ruine
.	SENT	.
<EOS>	<EOS>	<EOS>
Auprès	ADV	auprès
de	PRP	de
l'	DET:ART	le
arcade	NOM	arcade
s'	PRO:PER	se
ouvre	VER:pres	ouvrer|ouvrir
dans	PRP	dans
un	DET:ART	un
mur	NOM	mur
une	DET:ART	un
autre	ADJ	autre
porte	NOM	porte
avec	PRP	avec
claveaux	NOM	claveau
du	PRP:det	du
temps	NOM	temps
de	PRP	de
Henri	NAM	henri
IV	NUM	iv
,	PUN	,
laissant	VER:ppre	laisser
voir	VER:infi	voir
les	DET:ART	le
arbres	NOM	arbre
d'	PRP	de
un	DET:ART	un
verger	NOM	verger
.	SENT	.
<EOS>	<EOS>	<EOS>
À	PRP	à
côté	NOM	côté
de	PRP	de
cette	PRO:DEM	ce
porte	NOM	porte
un	DET:ART	un
trou	NOM	trou
à	PRP	à
fumier	NOM	fumier
,	PUN	,
des	PRP:det	du
pioches	NOM	pioche
et	KON	et
des	PRP:det	du
pelles	NOM	pelle
,	PUN	,
quelques	PRO:IND	quelque
charrettes	NOM	charrette
,	PUN	,
un	DET:ART	un
vieux	ADJ	vieux
puits	NOM	puits
avec	PRP	avec
sa	DET:POS	son
dalle	NOM	dalle
et	KON	et
son	DET:POS	son
tourniquet	NOM	tourniquet
de	PRP	de
fer	NOM	fer
,	PUN	,
un	DET:ART	un
poulain	NOM	poulain
qui	PRO:REL	qui
saute	VER:pres	sauter
,	PUN	,
un	DET:ART	un
dindon	NOM	dindon
qui	PRO:REL	qui
fait	VER:pres	faire
la	DET:ART	le
roue	NOM	roue
,	PUN	,
une	DET:ART	un
chapelle	NOM	chapelle
que	PRO:REL	que
surmonte	VER:pres	surmonter
un	DET:ART	un
petit	ADJ	petit
clocher	NOM	clocher
,	PUN	,
un	DET:ART	un
poirier	NOM	poirier
en	PRP	en
fleur	NOM	fleur
en	PRP	en
espalier	NOM	espalier
sur	PRP	sur
le	DET:ART	le
mur	NOM	mur
de	PRP	de
la	DET:ART	le
chapelle	NOM	chapelle
,	PUN	,
voilà	ADV	voilà
cette	PRO:DEM	ce
cour	NOM	cour
dont	PRO:REL	dont
la	DET:ART	le
conquête	NOM	conquête
fut	VER:simp	être
un	DET:ART	un
rêve	NOM	rêve
de	PRP	de
Napoléon	NAM	napoléon
.	SENT	.
<EOS>	<EOS>	<EOS>
Ce	PRO:DEM	ce
coin	NOM	coin
de	PRP	de
terre	NOM	terre
,	PUN	,
s'	PRO:PER	se
il	PRO:PER	il
eût	VER:subi	avoir
pu	VER:pper	pouvoir
le	PRO:PER	le
prendre	VER:infi	prendre
,	PUN	,
lui	PRO:PER	lui
eût	VER:subi	avoir
peut-être	ADV	peut-être
donné	VER:pper	donner
le	DET:ART	le
monde	NOM	monde
.	SENT	.
<EOS>	<EOS>	<EOS>
Des	PRP:det	du
poules	NOM	poule
y	PRO:PER	y
éparpillent	VER:pres	éparpiller
du	PRP:det	du
bec	NOM	bec
la	DET:ART	le
poussière	NOM	poussière
.	SENT	.
<EOS>	<EOS>	<EOS>
On	PRO:PER	on
entend	VER:pres	entendre
un	DET:ART	un
grondement	NOM	grondement
;	PUN	;
c'	PRO:DEM	ce
est	VER:pres	être
un	DET:ART	un
gros	ADJ	gros
chien	NOM	chien
qui	PRO:REL	qui
montre	VER:pres	montrer
les	DET:ART	le
dents	NOM	dent
et	KON	et
qui	PRO:REL	qui
remplace	VER:pres	remplacer
les	DET:ART	le
Anglais	NAM	anglais
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
Anglais	NAM	anglais
là	ADV	là
ont	VER:pres	avoir
été	VER:pper	être
admirables	ADJ	admirable
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
quatre	NUM	quatre
compagnies	NOM	compagnie
des	PRP:det	du
gardes	NOM	garde
de	PRP	de
Cooke	NAM	cooke
y	PRO:PER	y
ont	VER:pres	avoir
tenu	VER:pper	tenir
tête	NOM	tête
pendant	PRP	pendant
sept	NUM	sept
heures	NOM	heure
à	PRP	à
l'	DET:ART	le
acharnement	NOM	acharnement
d'	PRP	de
une	DET:ART	un
armée	NOM	armée
.	SENT	.
<EOS>	<EOS>	<EOS>
Hougomont	NAM	hougomont
,	PUN	,
vu	VER:pper	voir
sur	PRP	sur
la	DET:ART	le
carte	NOM	carte
,	PUN	,
en	PRP	en
plan	NOM	plan
géométral	ADJ	géométral
,	PUN	,
bâtiments	NOM	bâtiment
et	KON	et
enclos	NOM	enclos
compris	VER:pper	comprendre
,	PUN	,
présente	VER:pres	présenter
une	DET:ART	un
espèce	NOM	espèce
de	PRP	de
rectangle	NOM	rectangle
irrégulier	ADJ	irrégulier
dont	PRO:REL	dont
un	DET:ART	un
angle	NOM	angle
aurait	VER:cond	avoir
été	VER:pper	être
entaillé	VER:pper	entailler
.	SENT	.
<EOS>	<EOS>	<EOS>
C'	PRO:DEM	ce
est	VER:pres	être
à	PRP	à
cet	PRO:DEM	ce
angle	NOM	angle
qu'	PRO:REL	que
est	VER:pres	être
la	DET:ART	le
porte	NOM	porte
méridionale	ADJ	méridional
,	PUN	,
gardée	VER:pper	garder
par	PRP	par
ce	PRO:DEM	ce
mur	NOM	mur
qui	PRO:REL	qui
la	PRO:PER	la
fusille	VER:pres	fusiller
à	PRP	à
bout	NOM	bout
portant	VER:ppre	porter
.	SENT	.
<EOS>	<EOS>	<EOS>
Hougomont	NAM	hougomont
a	VER:pres	avoir
deux	NUM	deux
portes	NOM	porte
:	PUN	:
la	DET:ART	le
porte	NOM	porte
méridionale	ADJ	méridional
,	PUN	,
celle	PRO:DEM	celui
du	PRP:det	du
château	NOM	château
,	PUN	,
et	KON	et
la	DET:ART	le
porte	NOM	porte
septentrionale	ADJ	septentrional
,	PUN	,
celle	PRO:DEM	celui
de	PRP	de
la	DET:ART	le
ferme	ADJ	ferme
.	SENT	.
<EOS>	<EOS>	<EOS>
Napoléon	NAM	napoléon
envoya	VER:simp	envoyer
contre	PRP	contre
Hougomont	NAM	hougomont
son	DET:POS	son
frère	NOM	frère
Jérôme	NAM	jérôme
;	PUN	;
les	DET:ART	le
divisions	NOM	division
Guilleminot	NAM	guilleminot
,	PUN	,
Foy	NAM	foy
et	KON	et
Bachelu	NAM	bachelu
s'	KON	si
y	PRO:PER	y
heurtèrent	VER:simp	heurter
,	PUN	,
presque	ADV	presque
tout	ADV	tout
le	DET:ART	le
corps	NOM	corps
de	PRP	de
Reille	NAM	reille
y	PRO:PER	y
fut	VER:simp	être
employé	VER:pper	employer
et	KON	et
y	PRO:PER	y
échoua	VER:simp	échouer
,	PUN	,
les	DET:ART	le
boulets	NOM	boulet
de	PRP	de
Kellermann	NAM	kellermann
s'	PRO:PER	se
épuisèrent	VER:simp	épuiser
sur	PRP	sur
cet	PRO:DEM	ce
héroïque	ADJ	héroïque
pan	NOM	pan
de	PRP	de
mur	NOM	mur
.	SENT	.
<EOS>	<EOS>	<EOS>
Ce	PRO:DEM	ce
ne	ADV	ne
fut	VER:simp	être
pas	ADV	pas
trop	ADV	trop
de	PRP	de
la	DET:ART	le
