CHAPITRE	NOM	chapitre
luisants	ADJ	luisant
de	PRP	de
Balthazar	NAM	balthazar
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Eh	INT	eh
!	SENT	!
<EOS>	<EOS>	<EOS>
la	DET:ART	le
mère	NOM	mère
,	PUN	,
avançons	NOM	avançon
!	SENT	!
<EOS>	<EOS>	<EOS>
cria	VER:simp	crier
un	DET:ART	un
des	PRP:det	du
hommes	NOM	homme
,	PUN	,
qui	PRO:REL	qui
s'	PRO:PER	se
était	VER:impf	être
mis	VER:pper	mettre
à	PRP	à
genoux	NOM	genou
sur	PRP	sur
ses	DET:POS	son
navets	NOM	navet
...	PUN	...
C'	NAM	c'
est	VER:pres	être
quelque	PRO:IND	quelque
cochon	NOM	cochon
d'	PRP	de
ivrogne	ADJ	ivrogne
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
s'	PRO:PER	se
était	VER:impf	être
penchée	VER:pper	pencher
,	PUN	,
elle	PRO:PER	elle
avait	VER:impf	avoir
aperçu	VER:pper	apercevoir
,	PUN	,
à	PRP	à
droite	NOM	droit|droite
,	PUN	,
presque	ADV	presque
sous	PRP	sous
les	DET:ART	le
pieds	NOM	pied
du	PRP:det	du
cheval	NOM	cheval
,	PUN	,
une	DET:ART	un
masse	NOM	masse
noire	ADJ	noir
qui	PRO:REL	qui
barrait	VER:impf	barrer
la	DET:ART	le
route	NOM	route
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
On	PRO:PER	on
n'	ADV	ne
écrase	VER:pres	écraser
pas	ADV	pas
le	DET:ART	le
monde	NOM	monde
,	PUN	,
dit-elle	NOM	dit-elle
,	PUN	,
en	PRO:PER	en
sautant	VER:ppre	sauter
à	PRP	à
terre	NOM	terre
.	SENT	.
<EOS>	<EOS>	<EOS>
C'	PRO:DEM	ce
était	VER:impf	être
un	DET:ART	un
homme	NOM	homme
vautré	VER:pper	vautrer
tout	ADV	tout
de	PRP	de
son	DET:POS	son
long	NOM	long
,	PUN	,
les	DET:ART	le
bras	NOM	bras
étendus	VER:pper	étendre
,	PUN	,
tombé	VER:pper	tomber
la	DET:ART	le
face	NOM	face
dans	PRP	dans
la	DET:ART	le
poussière	NOM	poussière
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
paraissait	VER:impf	paraître
d'	PRP	de
une	DET:ART	un
longueur	NOM	longueur
extraordinaire	ADJ	extraordinaire
,	PUN	,
maigre	ADJ	maigre
comme	KON	comme
une	DET:ART	un
branche	NOM	branche
sèche	ADJ	sèche
;	PUN	;
le	DET:ART	le
miracle	NOM	miracle
était	VER:impf	être
que	KON	que
Balthazar	NAM	balthazar
ne	ADV	ne
l'	PRO:PER	la|le
eût	VER:subi	avoir
pas	ADV	pas
cassé	VER:pper	casser
en	PRP	en
deux	NUM	deux
d'	PRP	de
un	DET:ART	un
coup	NOM	coup
de	PRP	de
sabot	NOM	sabot
.	SENT	.
<EOS>	<EOS>	<EOS>
Madame	NAM	madame
François	NAM	françois
le	PRO:PER	le
crut	VER:simp	croire
mort	VER:pper	mourir
;	PUN	;
elle	PRO:PER	elle
s'	PRO:PER	se
accroupit	VER:pres	accroupir
devant	PRP	devant
lui	PRO:PER	lui
,	PUN	,
lui	PRO:PER	lui
prit	VER:simp	prendre
une	DET:ART	un
main	NOM	main
,	PUN	,
et	KON	et
vit	VER:pres	vivre
qu'	KON	que
elle	PRO:PER	elle
était	VER:impf	être
chaude	ADJ	chaud
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Eh	INT	eh
!	SENT	!
<EOS>	<EOS>	<EOS>
l'	DET:ART	le
homme	NOM	homme
!	SENT	!
<EOS>	<EOS>	<EOS>
dit-elle	NOM	dit-elle
doucement	ADV	doucement
.	SENT	.
<EOS>	<EOS>	<EOS>
Mais	KON	mais
les	DET:ART	le
charretiers	NOM	charretier
s'	PRO:PER	se
impatientaient	VER:impf	impatienter
.	SENT	.
<EOS>	<EOS>	<EOS>
Celui	PRO:DEM	celui
qui	PRO:REL	qui
était	VER:impf	être
agenouillé	VER:pper	agenouiller
dans	PRP	dans
ses	DET:POS	son
légumes	NOM	légume
reprit	VER:simp	reprendre
de	PRP	de
sa	DET:POS	son
voix	NOM	voix
enrouée	VER:pper	enrouer
:	PUN	:
--	PUN	--
Fouettez	VER:pres	fouetter
donc	ADV	donc
,	PUN	,
la	DET:ART	le
mère	NOM	mère
!	SENT	!
...	PUN	...
Il	NAM	il
en	PRO:PER	en
a	VER:pres	avoir
plein	ADJ	plein
son	DET:POS	son
sac	NOM	sac
,	PUN	,
le	DET:ART	le
sacré	ADJ	sacré
porc	NOM	porc
!	SENT	!
<EOS>	<EOS>	<EOS>
Poussez	VER:pres	pousser
-moi	PRO:PER	moi
ça	PRO:DEM	cela
dans	PRP	dans
le	DET:ART	le
ruisseau	NOM	ruisseau
!	SENT	!
<EOS>	<EOS>	<EOS>
Cependant	ADV	cependant
,	PUN	,
l'	DET:ART	le
homme	NOM	homme
avait	VER:impf	avoir
ouvert	VER:pper	ouvrir
les	DET:ART	le
yeux	NOM	œil
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
regardait	VER:impf	regarder
madame	NOM	madame
François	NAM	françois
d'	PRP	de
un	DET:ART	un
air	NOM	air
effaré	ADJ	effaré
,	PUN	,
sans	PRP	sans
bouger	VER:infi	bouger
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
pensa	VER:simp	penser
qu'	KON	que
il	PRO:PER	il
devait	VER:impf	devoir
être	VER:infi	être
ivre	ADJ	ivre
,	PUN	,
en	PRP	en
effet	NOM	effet
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Il	PRO:PER	il
ne	ADV	ne
faut	VER:pres	falloir
pas	ADV	pas
rester	VER:infi	rester
là	ADV	là
,	PUN	,
vous	PRO:PER	vous
allez	VER:pres	aller
vous	PRO:PER	vous
faire	VER:infi	faire
écraser	VER:infi	écraser
,	PUN	,
lui	PRO:PER	lui
dit-elle	NOM	dit-elle
...	PUN	...
Où	ABR	où
alliez	VER:impf	aller
-vous	PRO:PER	vous
?	SENT	?
<EOS>	<EOS>	<EOS>
--	PUN	--
Je	PRO:PER	je
ne	ADV	ne
sais	VER:pres	savoir
pas	ADV	pas
...	PUN	...
,	PUN	,
répondit-il	NOM	répondit-il
d'	PRP	de
une	DET:ART	un
voix	NOM	voix
très	ADV	très
basse	ADJ	bas
.	SENT	.
<EOS>	<EOS>	<EOS>
Puis	ADV	puis
,	PUN	,
avec	PRP	avec
effort	NOM	effort
,	PUN	,
et	KON	et
le	DET:ART	le
regard	NOM	regard
inquiet	ADJ	inquiet
:	PUN	:
--	PUN	--
J'	PRO:PER	je
allais	VER:impf	aller
à	PRP	à
Paris	NAM	paris
,	PUN	,
je	PRO:PER	je
suis	VER:pres	suivre|être
tombé	VER:pper	tomber
,	PUN	,
je	PRO:PER	je
ne	ADV	ne
sais	VER:pres	savoir
pas	ADV	pas
...	PUN	...
Elle	VER:subi	elle
le	PRO:PER	le
voyait	VER:impf	voir
mieux	ADV	mieux
,	PUN	,
et	KON	et
il	PRO:PER	il
était	VER:impf	être
lamentable	ADJ	lamentable
,	PUN	,
avec	PRP	avec
son	DET:POS	son
pantalon	NOM	pantalon
noir	ADJ	noir
,	PUN	,
sa	DET:POS	son
redingote	NOM	redingote
noire	ADJ	noir
,	PUN	,
tout	ADV	tout
effiloqués	VER:pper	effiloquer
,	PUN	,
montrant	VER:ppre	montrer
les	DET:ART	le
sécheresses	NOM	sécheresse
des	PRP:det	du
os	NOM	os
.	SENT	.
<EOS>	<EOS>	<EOS>
Sa	DET:POS	son
casquette	NOM	casquette
,	PUN	,
de	PRP	de
gros	ADJ	gros
drap	NOM	drap
noir	ADJ	noir
,	PUN	,
rabattue	VER:pper	rabattre
peureusement	ADV	peureusement
sur	PRP	sur
les	DET:ART	le
sourcils	NOM	sourcil
,	PUN	,
découvrait	VER:impf	découvrir
deux	NUM	deux
grands	ADJ	grand
yeux	NOM	œil
bruns	ADJ	brun
,	PUN	,
d'	PRP	de
une	DET:ART	un
singulière	ADJ	singulier
douceur	NOM	douceur
,	PUN	,
dans	PRP	dans
un	DET:ART	un
visage	NOM	visage
dur	ADJ	dur
et	KON	et
tourmenté	VER:pper	tourmenter
.	SENT	.
<EOS>	<EOS>	<EOS>
Madame	NAM	madame
François	NAM	françois
pensa	VER:simp	penser
qu'	KON	que
il	PRO:PER	il
était	VER:impf	être
vraiment	ADV	vraiment
trop	ADV	trop
maigre	ADJ	maigre
pour	PRP	pour
avoir	VER:infi	avoir
bu	VER:pper	boire
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Et	KON	et
où	PRO:REL	où
alliez	VER:pres	allier
-vous	PRO:PER	vous
,	PUN	,
dans	PRP	dans
Paris	NAM	paris
?	SENT	?
<EOS>	<EOS>	<EOS>
demanda-t-elle	NOM	demanda-t-elle
de	PRP	de
nouveau	ADJ	nouveau
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
ne	ADV	ne
répondit	VER:simp	répondre
pas	ADV	pas
tout	ADV	tout
de	PRP	de
suite	NOM	suite
;	PUN	;
cet	PRO:DEM	ce
interrogatoire	NOM	interrogatoire
le	PRO:PER	le
gênait	VER:impf	gêner
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
parut	VER:simp	paraître
se	PRO:PER	se
consulter	VER:infi	consulter
;	PUN	;
puis	ADV	puis
,	PUN	,
en	PRO:PER	en
hésitant	VER:ppre	hésiter
:	PUN	:
--	PUN	--
Par	PRP	par
là	ADV	là
,	PUN	,
du	PRP:det	du
côté	NOM	côté
des	PRP:det	du
Halles	NAM	halles
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
s'	PRO:PER	se
était	VER:impf	être
mis	VER:pper	mettre
debout	ADV	debout
,	PUN	,
avec	PRP	avec
des	PRP:det	du
peines	NOM	peine
infinies	ADJ	infini
,	PUN	,
et	KON	et
il	PRO:PER	il
faisait	VER:impf	faire
mine	NOM	mine
de	PRP	de
vouloir	VER:infi	vouloir
continuer	VER:infi	continuer
son	DET:POS	son
chemin	NOM	chemin
.	SENT	.
<EOS>	<EOS>	<EOS>
La	DET:ART	le
maraîchère	NOM	maraîcher
le	DET:ART	le
vit	NOM	vit
qui	PRO:REL	qui
s'	PRO:PER	se
appuyait	VER:impf	appuyer
en	PRP	en
chancelant	VER:ppre	chanceler
sur	PRP	sur
le	DET:ART	le
brancard	NOM	brancard
de	PRP	de
la	DET:ART	le
voiture	NOM	voiture
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Vous	PRO:PER	vous
êtes	VER:pres	être
las	ADJ	las
?	SENT	?
<EOS>	<EOS>	<EOS>
--	PUN	--
Oui	INT	oui
,	PUN	,
bien	ADV	bien
las	ADJ	las
,	PUN	,
murmura-t-il	NOM	murmura-t-il
.	SENT	.
<EOS>	<EOS>	<EOS>
Alors	ADV	alors
,	PUN	,
elle	PRO:PER	elle
prit	VER:simp	prendre
une	DET:ART	un
voix	NOM	voix
brusque	ADJ	brusque
et	KON	et
comme	ADV	comme
mécontente	ADJ	mécontent
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
le	PRO:PER	le
poussa	VER:simp	pousser
,	PUN	,
en	PRO:PER	en
disant	VER:ppre	dire
:	PUN	:
--	PUN	--
Allons	VER:pres	aller
,	PUN	,
vite	ADV	vite
,	PUN	,
montez	VER:pres	monter
dans	PRP	dans
ma	DET:POS	mon
voiture	NOM	voiture
!	SENT	!
<EOS>	<EOS>	<EOS>
Vous	PRO:PER	vous
nous	PRO:PER	nous
faites	VER:pres	faire
perdre	VER:infi	perdre
un	DET:ART	un
temps	NOM	temps
,	PUN	,
là	ADV	là
!	SENT	!
...	PUN	...
Je	PRO:PER	je
vais	VER:pres	aller
aux	PRP:det	au
Halles	NAM	halles
,	PUN	,
je	PRO:PER	je
vous	PRO:PER	vous
déballerai	VER:futu	déballer
avec	PRP	avec
mes	DET:POS	mon
légumes	NOM	légume
.	SENT	.
<EOS>	<EOS>	<EOS>
Et	KON	et
,	PUN	,
comme	KON	comme
il	PRO:PER	il
refusait	VER:impf	refuser
,	PUN	,
elle	PRO:PER	elle
le	PRO:PER	le
hissa	VER:simp	hisser
presque	ADV	presque
,	PUN	,
de	PRP	de
ses	DET:POS	son
gros	ADJ	gros
bras	NOM	bras
,	PUN	,
le	PRO:PER	le
jeta	VER:simp	jeter
sur	PRP	sur
les	DET:ART	le
carottes	NOM	carotte
et	KON	et
les	DET:ART	le
navets	NOM	navet
,	PUN	,
tout	ADV	tout
à	PRP	à
fait	NOM	fait
fâchée	VER:pper	fâcher
,	PUN	,
criant	ADJ	criant
:	PUN	:
--	PUN	--
À	PRP	à
la	DET:ART	le
fin	NOM	fin
,	PUN	,
voulez	VER:pres	vouloir
-vous	PRO:PER	vous
nous	PRO:PER	nous
ficher	VER:infi	ficher|ficher
la	DET:ART	le
paix	NOM	paix
!	SENT	!
<EOS>	<EOS>	<EOS>
Vous	PRO:PER	vous
m'	PRO:PER	me
embêtez	VER:pres	embêter
,	PUN	,
mon	DET:POS	mon
brave	ADJ	brave
...	PUN	...
Puisque	NAM	puisque
je	PRO:PER	je
vous	PRO:PER	vous
dis	VER:pres	dire
que	KON	que
je	PRO:PER	je
vais	VER:pres	aller
aux	PRP:det	au
Halles	NAM	halles
!	SENT	!
<EOS>	<EOS>	<EOS>
Dormez	VER:pres	dormir
,	PUN	,
je	PRO:PER	je
vous	PRO:PER	vous
réveillerai	VER:futu	réveiller
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
remonta	VER:simp	remonter
,	PUN	,
s'	PRO:PER	se
adossa	VER:simp	adosser
contre	PRP	contre
la	DET:ART	le
planchette	NOM	planchette
,	PUN	,
assise	VER:pper	asseoir
de	PRP	de
biais	NOM	biais
,	PUN	,
tenant	VER:ppre	tenir
les	DET:ART	le
guides	NOM	guide|guides
de	PRP	de
Balthazar	NAM	balthazar
,	PUN	,
qui	PRO:REL	qui
se	PRO:PER	se
remit	VER:simp	remettre
en	PRP	en
marche	NOM	marche
,	PUN	,
se	PRO:PER	se
rendormant	VER:ppre	rendormir
,	PUN	,
dodelinant	VER:ppre	dodeliner
des	PRP:det	du
oreilles	NOM	oreille
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
autres	ADJ	autre
voitures	NOM	voiture
suivirent	VER:simp	suivre
,	PUN	,
la	DET:ART	le
file	NOM	file
reprit	VER:simp	reprendre
son	DET:POS	son
allure	NOM	allure
lente	ADJ	lent
dans	PRP	dans
le	DET:ART	le
noir	NOM	noir
,	PUN	,
battant	VER:ppre	battre
de	PRP	de
nouveau	ADJ	nouveau
du	PRP:det	du
cahot	NOM	cahot
des	PRP:det	du
roues	NOM	roue
les	DET:ART	le
façades	NOM	façade
endormies	VER:pper	endormir
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
charretiers	NOM	charretier
recommencèrent	VER:simp	recommencer
leur	DET:POS	leur
somme	NOM	somme
sous	PRP	sous
leurs	DET:POS	leur
limousines	NOM	limousine
.	SENT	.
<EOS>	<EOS>	<EOS>
Celui	PRO:DEM	celui
qui	PRO:REL	qui
avait	VER:impf	avoir
interpellé	VER:pper	interpeller
la	DET:ART	le
maraîchère	NOM	maraîcher
s'	PRO:PER	se
allongea	VER:simp	allonger
,	PUN	,
en	PRO:PER	en
grondant	VER:ppre	gronder
:	PUN	:
--	PUN	--
Ah	INT	ah
!	SENT	!
<EOS>	<EOS>	<EOS>
malheur	NOM	malheur
!	SENT	!
<EOS>	<EOS>	<EOS>
s'	PRO:PER	se
il	PRO:PER	il
fallait	VER:impf	falloir
ramasser	VER:infi	ramasser
les	DET:ART	le
ivrognes	ADJ	ivrogne
!	SENT	!
...	PUN	...
Vous	NAM	vous
avez	VER:pres	avoir
de	PRP	de
la	DET:ART	le
constance	NOM	constance
,	PUN	,
vous	PRO:PER	vous
,	PUN	,
la	DET:ART	le
mère	NOM	mère
!	SENT	!
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
voitures	NOM	voiture
roulaient	VER:impf	rouler
,	PUN	,
les	DET:ART	le
chevaux	NOM	cheval
allaient	VER:impf	aller
tout	ADV	tout
seuls	ADJ	seul
,	PUN	,
la	DET:ART	le
tête	NOM	tête
basse	ADJ	bas
.	SENT	.
<EOS>	<EOS>	<EOS>
L'	DET:ART	le
homme	NOM	homme
que	KON	que
madame	NOM	madame
François	NAM	françois
venait	VER:impf	venir
de	PRP	de
recueillir	VER:infi	recueillir
,	PUN	,
couché	VER:pper	coucher
sur	PRP	sur
le	DET:ART	le
ventre	NOM	ventre
,	PUN	,
avait	VER:impf	avoir
ses	DET:POS	son
longues	ADJ	longue
jambes	NOM	jambe
perdues	VER:pper	perdre
dans	PRP	dans
le	DET:ART	le
tas	NOM	tas
des	PRP:det	du
navets	NOM	navet
qui	PRO:REL	qui
emplissaient	VER:impf	emplir
le	DET:ART	le
cul	NOM	cul
de	PRP	de
la	DET:ART	le
voiture	NOM	voiture
;	PUN	;
sa	DET:POS	son
face	NOM	face
s'	PRO:PER	se
enfonçait	VER:impf	enfoncer
au	PRP:det	au
beau	ADJ	beau
milieu	NOM	milieu
des	PRP:det	du
carottes	NOM	carotte
,	PUN	,
dont	PRO:REL	dont
les	DET:ART	le
bottes	NOM	botte
montaient	VER:impf	monter
et	KON	et
s'	PRO:PER	se
épanouissaient	VER:impf	épanouir
;	PUN	;
et	KON	et
,	PUN	,
les	DET:ART	le
bras	NOM	bras
élargis	VER:pper	élargir
,	PUN	,
exténué	VER:pper	exténuer
,	PUN	,
embrassant	VER:ppre	embrasser
la	DET:ART	le
charge	NOM	charge
énorme	ADJ	énorme
des	PRP:det	du
légumes	NOM	légume
,	PUN	,
de	PRP	de
peur	NOM	peur
d'	PRP	de
être	VER:infi	être
jeté	VER:pper	jeter
à	PRP	à
terre	NOM	terre
par	PRP	par
un	DET:ART	un
cahot	NOM	cahot
,	PUN	,
il	PRO:PER	il
regardait	VER:impf	regarder
,	PUN	,
devant	PRP	devant
lui	PRO:PER	lui
,	PUN	,
les	DET:ART	le
deux	NUM	deux
lignes	NOM	ligne
interminables	ADJ	interminable
des	PRP:det	du
becs	NOM	bec
de	PRP	de
gaz	NOM	gaz
qui	PRO:REL	qui
se	PRO:PER	se
rapprochaient	VER:impf	rapprocher
et	KON	et
se	PRO:PER	se
confondaient	VER:impf	confondre
,	PUN	,
tout	ADV	tout
là-haut	ADV	là-haut
,	PUN	,
dans	PRP	dans
un	DET:ART	un
pullulement	NOM	pullulement
d'	PRP	de
autres	ADJ	autre
lumières	NOM	lumière
.	SENT	.
<EOS>	<EOS>	<EOS>
À	PRP	à
l'	DET:ART	le
horizon	NOM	horizon
,	PUN	,
une	DET:ART	un
grande	ADJ	grand
fumée	NOM	fumée
blanche	ADJ	blanc
flottait	VER:impf	flotter
,	PUN	,
mettait	VER:impf	mettre
Paris	NAM	paris
dormant	VER:ppre	dormir
dans	PRP	dans
la	DET:ART	le
buée	NOM	buée
lumineuse	ADJ	lumineux
de	PRP	de
toutes	PRO:IND	tout
ces	PRO:DEM	ce
flammes	NOM	flamme
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
